Unnamed: 0,uncivil,civil,is_toxic,normalized_length_change,length_diff,change_direction
1030,"@user and some of the others did you try listening to the company? I think the option offered in the latest post by @user (sql console) is what you asked for, an editor without the option to save it. If you try giving your feedback to that, the next step might be to make that option more prominent.  I'm just a happy user, but I still find your rants a bit over the edge considering how much dbeaver developers actually listen to their users, I've never seen a product growing features so quickly, mostly by u","@user and some of the others, have you attempted to listen to the company? I believe the option offered in the latest post by @user (sql console) is exactly what you requested, with an editor without the option to save it. If you try to provide feedback on that, the next step might be to make that option more prominent. As a happy user, I still find your comments a bit overly ambitious considering how much dbeaver developers actually listen to their users. I've never witnessed a product growing so quickly, mainly due to features being used by users.",0,-8.823529411764707,-45,increase
1031,"> Can we remove the variants of error, warn, hell maybe all logger methods that dont take throwable?  OK I'm gonna give this a shot ...",Can we remove the error variants and advise against using logger methods that don't accept throwable? I'll give this a try.,0,8.88888888888889,12,decrease
1032,mark.fatJar142             avgt   10  18.972 ± 0.264   s/op MinimalBenchmark.explodedJarMain            avgt   10   1.984 ± 0.098   s/op MinimalBenchmark.fatJar                     avgt   10  11.982 ± 0.471   s/op PetclinicBenchmark.devtoolsRestart          avgt   10   1.605 ± 0.193   s/op PetclinicBenchmark.explodedJarMain          avgt   10   5.791 ± 0.460   s/op PetclinicBenchmark.fatJar                   avgt   10  36.068 ± 0.585   s/op PetclinicBenchmark.noverify                 avgt   10  31.803 ± 0,The mark.fatJar142 avgt 10 18.972 ± 0.264 s/op MinimalBenchmark.explodedJarMain avgt 10 1.984 ± 0.098 s/op MinimalBenchmark.fatJar avgt 10 11.982 ± 0.471 s/op PetclinicBenchmark.devtoolsRestart avgt 10 1.605 ± 0.193 s/op PetclinicBenchmark.explodedJarMain avgt 10 5.791 ± 0.460 s/op PetclinicBenchmark.Jar avgt 10 36.068 ± 0.585 s/op PetclinicBenchmark.noverify avgt 10 31.803 ± 0 0,0,25.098039215686274,128,decrease
1033,"ting me here, the technicals are cleqr and that is what we must do. You cant not have authentication and support features like this too without serious work. Browser companies and shockwave and java applets and all of it tell how that story goes. It never works out.   Im not concerned about the end user experience whatsoever here. The situation is dire and the only alternative i see to painless is removing this scripting stuff completely.","I understand your concern about the technical aspects, and it's important to address them. Without thorough work, we can achieve authentication and support features like this. It's important to consider the implications of the current situation and address the concerns raised by end-user experience.",0,32.126696832579185,142,decrease
1034,ncrease awareness of your product and improve your SEO.  see http  Than could make bisq grow.,"It's important to focus on enhancing the product's awareness and optimizing its SEO. Please refer to the link ""http Than could potentially enhance the growth of bisq.""",0,-79.56989247311827,-74,increase
1035,"Okay, I can use DefaultHttpResponse if I don't have the bytes already, and use DefaultFullHttpResponse if I do and that _almost_ works, BUT...  Line 135 of HttpResponseEncoder then breaks things by   ``` res.headers().set(Names.TRANSFER_ENCODING, Values.CHUNKED); ```  so when I write a ByteBuf, not an HttpContent, to the channel, it throws an exception.  Is there a reason it should not be possible to stream ByteBufs, only writing the next one when the last one is sent, _without_ using chunked encoding?  I","Okay, I can use DefaultHttpResponse if I don't already have the bytes, and I can use DefaultFullHttpResponse if I do, and that almost works. BUT... Line 135 of HttpResponseEncoder breaks things by using res.headers().set(Names.TRANSFER_ENCODING, Values.CHUNKED); When I write a ByteBuf, instead of an HttpContent, to the channel, it introduces an exception. Is there a reason why it shouldn't be possible to stream ByteBufs, only writing the next one when the last one is sent, without any chunked encoding? I'm using this approach.",0,-4.313725490196078,-22,increase
1036,"But that is silly. That means someone is starting bin/elasticsearch, but trying to point it at a home installation for _another_ home, that would have a different bin/elasticsearch? We should just not allow this craziness!",It seems unnecessary to suggest that someone is initiating bin/elasticsearch but instead attempting to refer it to a home installation for another home would result in a different bin/elasticsearch operation. Let's not tolerate this unnecessary behavior.,0,-14.414414414414415,-32,increase
1037,Lovely rant but you didn't answer my question.,"I appreciate your effort, but you haven't answered my question.",0,-36.95652173913043,-17,increase
1038,> and where tf do we find that ? >  > root@bbb-upfuckedserver ➜ ~ bbb bbb-apps-akka bbb-conf bbb-fsesl-akka bbb-record  Here you go :  /usr/share/meteor/bundle/programs/server/assets/app/config/settings.yml,Here's the link to the correct statement: /usr/share/meteor/bundle/programs/server/assets/app/config/settings.yml,0,45.14563106796117,93,decrease
1039,"not a fan of the solution, but I tried several times in different contexts to get this to work ""right"" and it just never fuckin' did. let's go with this.","I'm not a fan of the solution, but I've made several attempts in different contexts to make it work ""right"", but it never worked out. Let's proceed with this.",0,-3.2679738562091507,-5,increase
1040,FUCK YEAH! this is awesome! thanks so much! I didn't review every detail since it's just structural so LGTM,Oops! This is fantastic! Thank you for pointing it out! I haven't reviewed every detail since it's structural and aligns with the LGTM guidelines.,0,-36.44859813084112,-39,increase
1041,"e World.contactFilter and use preallocated Fixture instance instead. Don't get your hopes up high though i don't think we'll get any significant boost out of either modification.  Btw, want to get on the team and become the performance master? :)","Instead of using the World.contactFilter, let's consider using a preallocated Fixture instance. Let's not expect too much, even though neither modification will yield significant benefits. By the way, would you like to join the team and become the performance master? :)",0,-9.75609756097561,-24,increase
1042,"After messing with travis a lot more lately, I am inclined to close this PR.","After extensive interaction with Travis lately, I'm inclined to close this public relations matter.",0,-30.263157894736842,-23,increase
1043, I also don't see the value in the change made to register converters exclusively instead of all (`if-else`). The converters are tried in order and it seems perfectly reasonable to have multiple that can handle same content and the first one wins. That's the whole point of having a chain of converters. I love Spring but the changes made to `AllEncompassingFormHttpMessageConverter` in 4.2.0.RELEASE don't seem to be well thought out.,"I don't see the value in the change made to register converters exclusively instead of all (if-else). The converters are tested in order, and it seems perfectly reasonable to have multiple converters capable of handling the same content, resulting in the first winner. That's the purpose of having a chain of converters. I appreciate Spring, but the changes made to AllEncompassingFormHttpMessageConverter in 4.2.0.RELEASE don't seem well-thought-out.",0,-3.67816091954023,-16,increase
1044,"Never mind guys, my dumb a** mind was sending a GET instead of a POST with python requests library... :o) so yes, the format is still the same. Again don't forget the ""Bearer"" and the Token","It doesn't matter, my stupid mistake was sending a GET instead of a POST with the Python Request Library. :o) So yes, the format remains the same. Once again, let's remember the ""Bearer"" and the Token.",0,-6.349206349206349,-12,increase
1045,"@user thank you for your further testing!  > Okay, I understand that this issue really isn't the focus of this PR but I want to explain why I think this dialogue is confusing in this situation:  The app just tries to minimize the player to popup whenever it loses focus, since that's the default setting. You can change this in `Settings -> Video & Audio -> Minimize on app switch`  > NewPipe will now claim ""A downloaded file with this name already exists"" even after it was deleted.  Oh, this is a nasty issu","@user, thank you for your continued testing! I understand that this issue is not the focus of this PR, but I would like to explain why I find this dialogue confusing in this situation. The app tries to minimize the player popping up whenever it loses focus, as that is the default setting. You can change this in Settings -> Video & Audio -> Minimize on app switch. NewPipe will now claim that ""A downloaded file with this name already exists"" even after it was deleted. Oh, this is an unpleasant issue.",0,1.3725490196078431,7,decrease
1046,"Yes, good point, you're right. I underestimated this issue. But I still think, that recalculating the mean on every `getMean()` is a bit too heavy (espescially with a larger window size) for a little helper class. I could imagine two changes, which would prevent the mean from  drifting away. A little bit ugly: don't save the raw values in the array but `value / values.length`. You still have a little inaccuracy when you want to get a certain value (`values[i] * values.length`), but this error is not accum","Yes, you're right. I underestimated this issue. However, I still believe recalculating the mean on every getMean() is a bit cumbersome (especially with a larger window size) for a small helper class. I could envision two changes that would prevent the mean drifting away. A slightly ugly one: instead of saving the raw values in the array, let's store the values/value.length. While there's still some inaccuracy when trying to retrieve a certain value (value[i] * values.length), this error is not accumulated.",0,-0.19607843137254902,-1,increase
1047,"The main problems with .NET serverside running on Mono are: - slow slow cross-AppDomain calls  - crappy implementation of ASP.NET stack.  It has several bottlenecks and non-optimal code. There is http that has some workarounds, but its still slow. - non-optimal System.Net.Sockets (it follows Windows model that is designed for IOCP with thread pool waiting for events, while for Linux it's better to have several worker threads using epoll and handle events in the same thread that got it from the kernel)  Wh","The main problems with the.NET server side running on Mono include slow cross-AppDomain calls, poor implementation of the ASP.NET stack. Although it has some workarounds, there are some issues with http that are not optimal. However, System.Net.Sockets follows the Windows model designed for IOCP with a thread pool waiting for events, whereas for Linux, it's better to have multiple worker threads using epoll and handling events in the same thread that originated it from the kernel.",0,4.901960784313726,25,decrease
1048,"Closing this because it's a duplicate of #1601 and #2872 and this workaround seems to at least get something to compile as expected. I updated the repo with a `workaround.sh` to use @user `goog.define` method and produce meaningful output, old test moved to `./test.sh`. As others in the original issue said, `@define` and `-D` flags are good to be properly global and overwrite wherever, as the largest use case is likely just for `PRODUCTION` or `RELEASE` flags.  For now, replacing a compiler call like `goo","I'm closing this because it's a duplicate of #1601 and #2872, and the workaround seems to achieve something compileable as expected. I recently updated the repository with a workaround.sh method to use the @user `goog.define` method and produce meaningful output. As mentioned in the original issue, the @define` and `-D` flags can be properly global and overwrite wherever needed, as the largest use case is likely for PRODUCTION` or `RELEASE` flags. For now, replacing a compiler call like `goo` is a viable solution.",0,-1.7647058823529411,-9,increase
1049,"Modifying a stack pipeline is possible but is nasty, [as you can see here](https://gist.github.com/webmat/54a3cfb6a59d1fb512591b110be50491) (scroll to ""Ingest Node Pipeline"").","Modifying a stack pipeline is possible, but it can be cumbersome, as you can see here. (Scroll to ""Ingest Node Pipeline"")",0,30.857142857142854,54,decrease
1050,"Yeah, sorry guys,  I am just going to close this PR since @user already commit things I wanted to do (damn you David =P)","Yes, I apologize, but I'm going to close this PR since @user already commits things I wanted to do (unfortunately, David =P).",0,-4.166666666666666,-5,increase
1051,@user there is some rubbish included in the commit (`performance-client-0-1458240759009-000.log`),"@user, there is some unnecessary code included in the commit (performance-client-0-1458240759009-000.log).",0,-9.278350515463918,-9,increase
1052,"Yes, this is something really annoying",Not Generated,0,65.78947368421053,25,decrease
1053,yes it is misleading,"Yes, it's misleading.",0,-5.0,-1,increase
1054,"It's Hasklug Nerd Font Mono, which renders all chars fine in other text editors. :)",Not Generated,0,84.33734939759037,70,decrease
1055,"@user That's too bad. You've been developing the player for so many years, and it still doesn't play mp4. This is ridiculous!",Not Generated,0,89.60000000000001,112,decrease
1056,"> If you want to see videos you like, why not check your subscription feed for that? The very definition of ""trending"" videos is videos that are a big hit, so what's the point in changing them?  <strike>Unfortunately, as far as I can tell, you can't open NewPipe without having to see the dumpster fire of stupid nonsense that is what's usually trending on you tube. </strike> Nevermind. I dug deeper in settings and learned I can change this, and make something else the first tab and thus what appears first ","If you're interested in seeing videos that you like, why don't you check your subscription feed to determine if they are trending? The definition of ""trending"" videos is really about videos that have a significant impact, so why change them? Unfortunately, from my perspective, you can't open NewPipe without exposing the garbage can of unnecessary nonsense that is commonly trending on YouTube. </strike> Nevermind. I delved deeper into the settings and learned that I can change this, making something else the first tab and thus the first thing that appears.",0,-10.0,-51,increase
1057,"m outside of the constructors class.  it is very weird ... referenced line numbers are derected to empty lines and ""}"".   > IndentationCheckTest.java : Avoid instantiation through private constructors from outside of the constructors class.  please make c-tor `private IndentAudit(IndentComment... comments) {` as public.  > BlockCommentPositionTest.java:  Avoid instantiation through private constructors from outside of the constructors class. GeneratedJavaTokenTypesTest.java: .....  sources are not existin","It seems quite peculiar that referenced line numbers are derecided to empty lines and ""}"". > IndentationCheckTest.java : Avoid instanceing through private constructors from outside the constructors class. Please make the c-tor private IndentAudit(IndentComment... comments) { public. > BlockCommentPositionTest.java: Avoid instanceing through private constructors from outside the constructors class. GeneratedJavaTokenTypesTest.java:..... sources do not exist",0,9.803921568627452,50,decrease
1058,"ission, let me move it, and then take that permission away again?  > @user can you confirm that you have DNS control over checkstyle.org ?  AFAIK you would [have to do both this](https://help.github.com/articles/setting-up-an-apex-domain/) and [then this DNS config](https://help.github.com/articles/setting-up-a-www-subdomain/). I'm happy to help out with that, if you like.  The goal is to see if we will see [this test index.html](https://github.com/vorburger/checkstyle.github.io/blob/master/index.html) on","Is there a way I can move it and then remove that permission again? If @user wishes, can you confirm that you have DNS control over checkstyle.org? Additionally, you would need to perform both of these steps: [https://help.github.com/articles/setting-up-an-apex-domain/) and [then this DNS config](https://help.github.com/articles/setting-up-a-www-subdomain/). If you're interested, I'm open to assisting with that. The goal is to see if we can refer to [this test index.html](https://github.com/vorburger/check.hub.io/master/blob/master/hub.html) on this page.",0,-10.0,-51,increase
1059,Somewhat embarrassing.,Not Generated,0,40.909090909090914,9,decrease
1060,"I labeled this discuss rather than review because it screws with error messages a bit too much. I can fix that if it integrate it more tightly into ObjectParser - either by hacking ObjectParser to expose something funky for ObjectSpooler, or, probably better, by extracting 90% of ObjectParser into an abstract base class and making ObjectSpooler inherit from that. In fact, I might just do that right now and see.","I've chosen this discussion as a review instead of a discussion because it overcomes error messages. I can address this issue if it integrates it more tightly into ObjectParser, either by hacking ObjectParser to expose something fun for ObjectSpooler or, perhaps better, by extracting 90% of ObjectParser into an abstract base class and enabling ObjectSpooler to inherit from that. In fact, I might consider doing that right away and see.",0,-5.797101449275362,-24,increase
1061,rror (avoids any ambiguity by forcing users to declare logic more explicitly),The error message avoids ambiguity by forcing users to declare their logic more explicitly.,0,-18.181818181818183,-14,increase
1062,"rike, because they are ahead of a China and big pharmaceutical company led panel throwing out limited recommendations that fall short of solving human health problems.  It shows a total ignorance of Scientific history.","RINGE, because they are ahead of a panel led by a major Chinese and pharmaceutical company, who have limited recommendations that fall short of addressing human health problems. It demonstrates a complete lack of knowledge about scientific history.",0,-13.761467889908257,-30,increase
1063,"ies go are balking at a change that will literally not affect them? This is a ridiculous stance.  > It's also going to be a pain to cherry-pick changes to 2.x  2.x is dead, or rather it will be very soon. I didn't say we need to do this tomorrow. But certainly doing it before 5.x will produce the least amount of pain.","Are the Go's reluctant to make changes that won't affect them? This position seems ridiculous. Additionally, it's going to be a bit cumbersome to cherry-pick changes to 2.x 2.x, which is dead or very soon. I didn't say we need to do this tomorrow, but it's essential to do it before 5.x. This way, we can minimize the potential for any inconvenience.",0,-9.717868338557993,-31,increase
1064,"_From alex.mur...@gmail.com on April 29, 2012 05:24:50_ Oh.. how I could be such a noob.. I remember checking everything several times.. Anyway, thanks for dissolving the issue!!!","From alex.mur...@gmail.com on April 29, 2012 at 5:24:50_ How could I be so noob? I remember checking everything several times. Anyway, thank you for resolving the issue!",0,5.58659217877095,10,decrease
1065,It's a shame dbeaver can't inject a function output into a field value like other editors.,It's unfortunate that dbeaver can't inject a function output into a field value like other editors. Let's ensure we have a clear and concise understanding of the code.,0,-85.55555555555556,-77,increase
1066,"I see this locally due to a very unusual build output directory structure.  I am addressing it by adding  ``` android {   defaultConfig {       // Used by Robolectric based tests; see TestRunner.       buildConfigField 'String', 'BUILD_DIR', ""\""${project.buildDir}\""""   } } ```  and then using a custom test runner, based on http that references said field.  This pollutes the `BuildConfig` class with a build-machine specific path, which sucks, but it's a small pain for a nice gain.  It's not clear to me tha","I noticed this on my local level due to an unusual build output directory structure. I'm addressing it by adding the android { defaultConfig { // Used by Robolectric-based tests; see TestRunner. buildConfigField 'String', 'BUILD_DIR', ""\""${project.buildDir}\"""" } `` and then using a custom test runner based on http that references the said field. This pollutes the `BuildConfig` class with a build-machine-specific path, which is not ideal, but it's a small gain. It's not clear to me that this approach can lead to a significant issue.",0,-5.294117647058823,-27,increase
1067,"> I will test tomorrow with other devices to rule out the crappiness factors of my Huawei device.  Testing a call between iPhone 4S, iOS 9.1, Signal 2.1.3 and Nexus 4, stock 5.1.1, Signal 3.1.1: - there's also the issue with continuous sounds stopping intermittently (but now I'm convinced it has more to do with echo cancellation or the codec) - call quality is otherwise quite ok  Conclusion: The commit did have a noticeable negative effect on call quality on my Huawei device. But hopefully it's just isola","I'll test tomorrow with other devices to rule out the potential issues with my Huawei device. I've tested a call between iPhone 4S, iOS 9.1, Signal 2.1.3, and Nexus 4, stock 5.1.1, Signal 3.1.1, and I noticed the issue with continuous sounds intermittently stopping. The call quality is not necessarily the same. Conclusion: The commit did have a noticeable negative impact on call quality on my Huawei device. However, hopefully, it's just an isolating issue.",0,9.803921568627452,50,decrease
1068,O EITHER PUT UP OR SHUT UP AND BEAR THE CONSEQUENCES FOR YOUR USELESS HATE COMMENTS.  THE STANDARD OF EVIDENCE IS NOT ZERO.  IF YOU WANT TO ALLGE SOMETHING PLEASE DO SO WITH THE AUTHORITIES.  WE ARE A FINTRAC AND FINCEN REGISTERED COMPANY BASED IN ONSHORE JURISDICTIONS WITH VERIFIABLE PUBLIC CORPORATE BOOKS AND WE DO TAKE OUR BUSINESS VERY SERIOUSLY.  WE ARE A NEW COMPANY AND NEW TO THE MARKET AS STATED VERY CLEARLY ON OUR WEBSITE AND WHAT EVERYONE DOES IN OUR POSITION IS BUILDING A BASIC AUDIENCE BEFORE ,Not Generated,0,97.45098039215686,497,decrease
1069,I guess we just need to add the necessary `sysctl(3)` queries to `src/main/native/unix_jni_darwin.cc`. Shelling out to `sysctl(8)` would be ugly.,I believe we need to add the necessary sysctl(3) queries tosrc/main/native/unix_jni_darwin.cc. Shedding them to sysctl(8) would be a bit cumbersome.,0,-2.0689655172413794,-3,increase
1070,Like a t-shirt style homie.,Not Generated,0,51.85185185185185,14,decrease
1071,"ut.println(""WARNING! NOT WRITABLE #2- "" + packet); ```  silence...  EDIT:  ```             if (!handle.unsafe().outboundBuffer().isEmpty())                 System.out.println(""NETTY WRITE MY DAMN PACKET ALREADY!!! "" + packet);  ```  this one would trigger along with the ""problem"" I think. it ONLY triggers for ~1-2 seconds after the client has logged in.  example: 19:28:52 [INFO] NETTY WRITE MY DAMN PACKET ALREADY!!! > /b: 10485192 0 568 PooledUnsafeDirectByteBuf(ridx: 0, widx: 28, cap: 256)  for          ",Not Generated,0,97.45098039215686,497,decrease
1072,@user cherry-picked to 2.10,"@user, I've upgraded it to 2.10.",0,-18.51851851851852,-5,increase
1073,"to be preinstalled) 6. pm install --user 0 DocumentsUIGoogle.apk Don't forget to replace the APK in /system/priv-app/DocumentsUIGoogle/DocumentsUIGoogle.apk   ## FOR YOUR OWN SAFETY ::: YOU NEED SOME EXPERIENCE TO DO IT. BUT IT'S POSSIBLE! :)  I read some Posts in Blogs / Forums where some users recommend a reset of the device, which is NOT needed.   /E: Litte readability corrections...   /E3: Added reboot cmd /E4: Tech additionals, small Corrections /E:8123312: Forget it :D **Notice:** keep in mind I wro","To be preinstalled) 6. pm install --user 0 DocumentsUIGoogle.apk Please remember to replace the APK in /system/priv-app/DocumentsUIGoogle/DocumentsUIGoogle.apk ## FOR OWN SAFETY ::: YOU NEED SOME EXPERIENCE TO DO IT. BUT IT'S POSSIBLE! :) I read some posts in Blogs/Forums where some users recommend a device reset, which is not required. /E: Litte readability corrections... /E3: Added reboot cmd /E4: Tech additions, small corrections /E:8123312: Forget it.",0,10.0,51,decrease
1074,I fully support this as someone who hates youtube shorts. Please give them a separate tab and make it possible to just turn them off and never see them.,"I strongly support this proposal, as someone who dislikes YouTube shorts. It would be helpful to have a separate tab for them and allow them to be disabled without ever being seen.",0,-18.421052631578945,-28,increase
1075,"the default set supplied in JAF plus the ones they configure via Spring.  Although not quite as comprehensive out of the box, option two has less potential for cacking things up in a J2EE context, plus it keeps configuration inside Spring.  As a real compromise, I can create a FactoryBean that will read the a file in the format you have specified, or in Java properties format (a little nicer I think plus it won't be confused with the JAF file) and inject that into the per message context. This way you can","The default set provided in JAF plus the ones configured by Spring is not quite as comprehensive as it seems. However, option two has less potential for caching things in a J2EE context, and it keeps the configuration within Spring. As a compromise, I can create a FactoryBean that will read the a file in the format you specified, or in the Java properties format (a bit nicer, I believe, plus it won't be confused with the JAF file), and inject that into the per-message context. This way, you can inject the output into the per-message context.",0,-7.254901960784315,-37,increase
1076,"lol, I see how seriously (as in not) this project takes backups... what a joke. I know that there are limited human resources here, but I'm demonstrating demand for this feature (in addition to others showing demand), and you're just shutting down my request by closing the ticket. What a horrible response.  Why exactly have the ability for users to submit feature requests if they're just gonna get closed?",Not Generated,0,96.81372549019608,395,decrease
1077,ah damn - I missed that travis hadn't finished yet. @user can you please fix the build error!,Not Generated,0,86.02150537634408,80,decrease
1078,Could you _add a preference that's exposed to the user_ that would disable this behavior? Think of the people who are too ugly for selfies!,Not Generated,0,90.64748201438849,126,decrease
1079,**[Marcel Stör](https://jira.spring.io/secure/ViewProfile.jspa?name=marcelstoer)** commented  If you were referring to the source code of our model class please find that attached (a POJO with some ugly getters/setters which we meanwhile replaced with Lombok).,Not Generated,0,95.0,247,decrease
1080,Maybe I can give it a try.,Not Generated,0,50.0,13,decrease
1081,"I had the same idea, but it didn't help.","I had a similar idea, but it didn't help.",0,-2.5,-1,increase
1082,"oolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:307) 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1137) 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:637) 	at java.lang.Thread.run(Thread.java:1012) Caused by: org.schabi.newpipe.extractor.utils.Parser$RegexException: Failed to find pattern ""([\d]+([\.,][\d]+)?)"" inside of ""@kucibieber"" 	at org.schabi.newpipe.extractor.utils.Parser.matchGroup(Parser.java:75) 	at org.schab","oolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:307) at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1137) at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:637) at java.lang.read.run(Thread.java:1012) Caused by: org.schabi.newpipe.extractor.utils.Parser$RegException: Couldn't find a pattern ""([\d]([\berd]+)"" of ""@kucibie.groups.new.parser.parser.schedules.parser.parser.schedules.org:75)",0,2.3529411764705883,12,decrease
1083,Static methods make me call ClassName.staticMethodName which is a bit ugly within a class method. Ba.,"Static methods require me to call ClassName.staticMethodName, which is a bit messy within a class method. It's not ideal.",0,-19.801980198019802,-20,increase
1084,Oops,"Oops, I made a mistake.",0,-475.0,-19,increase
1085,"I didn't have any luck reproducing locally, unfortunately.","I'm sorry, but I haven't had any luck with localized reproduction.",0,-13.793103448275861,-8,increase
1086,"a transaction not being rolled back is related to forgetting a `@Configuration` annotation on a config class.  I'd really like to see at least a small code and configuration snippet to understand what your set up is there.  Thanks,  Sam","The absence of a rollback transaction can lead to the omission of the @Configuration annotation in a config class. It would be beneficial to include a small snippet of code and configuration to understand the purpose of your setup. Thank you, Sam.",0,-4.661016949152542,-11,increase
1087,"Darn it. This change results in deadlocks in the `org.elasticsearch.http.*RestCancellationIT` tests for stats actions, because they rely on blocking the responding thread but they need another management thread for checking whether the tasks have started.","Oops! This change results in deadlocks in the RestCancellationIT tests for statistical actions, which rely on blocking the responding thread but require another management thread to verify that the tasks have been started.",0,12.941176470588237,33,decrease
1088,I have to use whatsapp for,I need to use whatsapp to make sure my code is clear and clear.,0,-142.30769230769232,-37,increase
1089,I understand that it is a lot of work and I know since I did a lot of cleanup in atmiclong/atomicreference/lock/semaphore/countdownlatch/executor/topic and spi :) So I know what a hige PITA (Pain In The Ass) it can be. But especially methods with a high complexity needs to be cracked because it causes unreadable code and therefor bugs. Also it takes a lot of time for people that don't know the code to understand what is going on.  Can you point me to a problematic algorithm. If the algorithm is doing a l,Not Generated,0,97.44597249508841,496,decrease
1090,"> Has there been any progress on this? I'm now in the midst of my third ES implementation and this is the third time this issue came up :) >  > Is #1242 related? It bears the name ""Changes API"" but seems to resemble something else (notifications for outside ES?). >  > Currently I'm planning to have an alias for writing pointing to multiple indices but doing the writes manually by: >  > * read the aliases to figure out to which indices it points > * write to all these indices in a loop >  > The nasty thing","Have we made any progress on this? I'm currently working on my third ES implementation, and this issue has already arisen. Is it related to #1242? It bears the name ""Changes API"" but resembles something else (notifying for non-ES users). Currently, I'm planning to have an alias for writing pointing to multiple indexes but manually performing the writes by reading the aliases to determine which indexes it points to. Write to all these indexes in a loop and find the best solution.",0,5.294117647058823,27,decrease
1091,"want to solve are, _then_ we should start creating issues to address these things, in which we can start talking about _how_ we might implement those solutions.  I can certainly get such a document _started_ but I'm probably not in the best position to do so since I don't work directly with the YML tests on a regular basis.","If we want to address any of the identified issues, it would be beneficial to start creating problems and discussing how to implement them. Although I can initiate such a document, I'm unlikely to be in a position to do so since I don't work directly with the YML tests on a regular basis.",0,11.076923076923077,36,decrease
1092,"e we can get anything valuable out of the test we have to fix it, alternatively try to reproduce locally and if that succeeds git bisect it.","Instead of relying on local reproduction, we can extract valuable information from the test. Alternatively, we can try to locally reproduce it and, if successful, bisect it by Git.",0,-28.57142857142857,-40,increase
1093,To give you a more complete example.  ```java  Log4j2 is loading my Clojure based configuration file. Notice that  `com.squarespace.echo.bbb.Bbb` is referring to the Class and the  ClassLoader will touch it. ,"To provide a more complete example, Java Log4j2 is loading my Clojure-based configuration file. Please note that the reference to com.squarespace.echo.bbb.Bbb is related to the Class, and the ClassLoader will touch it.",0,-4.807692307692308,-10,increase
1094,The default behavior of ZenHub not to take the current repository when creating a new issue is a pain in the ass.,The default behavior of ZenHub is not to take over the current repository when creating a new issue. It's a challenging and cumbersome situation.,0,-28.31858407079646,-32,increase
1095,"Not only empty queries; a query containing only whitespace will fail too.  It's pretty annoying from a logical POV -- empty strings are nothing special, really. Littering the application code with checks for query emptiness/whitespace-only-ness is very ugly and unnatural.   Should be done on ES side (no query restriction = match all). ""400 Bad Request"" is not an appropriate response.","Instead of just placing empty queries, a query containing only whitespace will also fail. It can be quite frustrating from a logical perspective. In reality, empty strings are not specific. Littering the application code with checks for query emptiness or whitespace-onlyness is not ideal and should be done on the ES side (no query restriction = match all). ""400 Bad Request"" is not an appropriate response.",0,-5.699481865284974,-22,increase
1096,"Your initial submission does not read like a bug report, but like you don't know how to do something in Selenium. We close those issues because there are other places to get help.  If you think you have found a bug, you need to provide a reproducible use case, error message and a stack trace. You provided a bunch of information that won't help us figure out the problem, and not enough information that would. What line of your code caused the error? A generic Python error could be a Selenium issue or somet","Your initial submission doesn't read like a bug report, but rather resembles someone who doesn't know how to handle something in Selenium. We close those issues because there are other sources for assistance. If you believe you have encountered a bug, you should provide a reproducible use case, error message, and a stack trace. You provided a wealth of information that won't help us figure out the problem, and it's not sufficient to address it. What line of code caused the error? A generic Python error could potentially be a Selenium issue or something like that.",0,-11.568627450980392,-59,increase
1097,"Japanese looks even more retarded now... it says Ankiドロイド lol  On Tue, Jul 22, 2014 at 9:46 PM, Nicolas Raoul notifications@github.com wrote:  > How is beta3? > I pushed it to Play beta. >  > — > Reply to this email directly or view it on GitHub > http > .",Not Generated,0,94.921875,243,decrease
1098,ally automating the second one in RPM or DEB package upgrades.,Not Generated,0,79.03225806451613,49,decrease
1099,"Nope, sorry. If your biz side wants only skippable ads, it seems fairly obvious they can and should make sure their ad campaign contains only skippable ads?  Why would it be OK to take an advertiser's ad that they haven't designed to be skippable, and unilaterally decide to make it skippable? It's pretty obviously not the right thing to do.","No, I'm sorry. If your business side only wants skippable ads, it seems quite obvious that they can and should ensure that their ad campaign only includes skippable ads. Why would it be acceptable to take an advertiser's ad that they haven't designed to be skippable and unilaterally decide to make it skippable? It's obviously not the right course of action to take.",0,-7.309941520467836,-25,increase
1100, more you want it to be perfect.,It's important to strive for perfection when it comes to quality. Let's focus on improving the overall design.,0,-243.75,-78,increase
1101,"re, they remain there and survive app restart, force stop, phone restart, etc. Only there on **MY** Android app, not on my Desktop.  > How often is this happening?  Started 2-3 days ago, happens on ~20% of the messages I would say within that one conversation. But I don't use Signal with many people yet, so that number may not be representative.","Once again, they persist there and survive app restart, forced stop, and phone restart. Only on my Android app, rather than on my desktop. How often is this happening? It started two or three days ago, and it happens on about 20% of the messages I would have mentioned during that one conversation. However, I don't use Signal with many people yet, so that number might not be representative.",0,-12.968299711815561,-45,increase
