uncivil,civil,is_toxic,normalized_length_change,length_diff,change_direction
"Damn it. You are basically asking me to change the whole world, as [latest flume api](https://github.com/apache/flume/blob/flume-1.7/pom.xml#L1260) uses `netty 3.9.4`. No choice, back deflate encoding. Thanks guys.  By the way, where do I get the source code for `3.6.2`, branches are `3.6`. but I believe should be compatible with any of `3.x`, is that right? @user @user","i can do it . you are basically asking me to change the whole world , as [ latest flume api ] ( https : / / github . com / apache / flume / blob / flume - 1 . 7 / pom . xml # l1260 ) uses ` netty 3 . 9 . 4 ` . no choice , back deflate encoding . thanks guys . by the way , where do i get the source code for ` 3 . 6 . 2 ` , branches are ` 3 . 6 ` . but i believe should be compatible with any of ` 3 . x ` , is that right ? @ user @ user",0,-17.473118279569892,-65,increase
"@user Thank you so much for your instruction, that's really helpful. On a smoke test, we found that the smoothness of the playback gets improved **substantially** by 10X the default `AudioTrack::bufferSize`. Our use case is bit special - we are rendering the semi-transparent activity_layout on top of a Surface for playback purpose. So yeah, we have crappy devices and resource intensive requirement. We are conducting more tests trying to find any potential side effects.","@ user thank you so much for your instruction , that ' s really helpful . on a smoke test , we found that the smoothness of the playback gets improved * * substantially * * by 10x the default ` audiotrack : : buffersize ` . our use case is bit special - we are rendering the semi - transparent activity _ layout on top of a surface for playback purpose . so yeah , we have very limited storage devices and resource intensive requirement . we are conducting more tests trying to find any potential side effects .",0,-8.0338266384778,-38,increase
damn imports :),source : ( imports : ),0,-46.666666666666664,-7,increase
"e same name and argument count, one that depends on *C* >    and one which does not >    - *A* is a library that depends on *B* >    - *A* calls *M(int)* on (but *not* *M(CType)*) > > This fails with the same error as above unless *A* is given a dep to *C*, > which I do not expect from my understanding of strict deps. > > The 4th and 6th points are important. Unlike the previous example, it's > not just any reference that triggers the bug -- it suggests overload > resolution is in some way implicated. I'd","e same name and argument count , one that depends on * c * > and one which does not > - * a * is a library that depends on * b * > - * a * calls * m ( int ) * on ( but * not * * m ( ctype ) * ) > > this fails with the same error as above unless * a * is given a dep to * c * , > which i do not expect from my understanding of strict deps . > > the 4th and 6th points are important . unlike the previous example , it ' s > not just any reference that triggers the bug - - it suggests overload > resolution is in some way implicated . i ' d",0,-5.490196078431373,-28,increase
"No problem. I'm the Go guy, so I'll be adding you to my to-do list.","no problem . i ' m the go guy , so i ' ll be adding you to my to - do list .",0,-13.432835820895523,-9,increase
"Nope - you are plain wrong! Just installing upstart packages does **NOT** mean, the traditional init.d stuff isn't working anymore, it just adjusts the systemd crap, so that it doesn't any harm to the system anymore and makes the traditional init.d stuff beside upstart work.  And having a look at the mentioned script should have given you a clear hint, that the bug has nothing to do with upstart!","nope - you are plain wrong ! just installing upstart packages does * * not * * mean , the traditional init . d stuff isn ' t working anymore , it just adjusts the systemd stuff , so that it doesn ' t any harm to the system anymore and makes the traditional init . d stuff beside ups work . and having a look at the mentioned script should have given you a clear hint , that the bug has nothing to do with ups !",0,-2.756892230576441,-11,increase
"@user  We re-analysed our code. We were calling Couchbase asynchronously using RxJava , so we had added countdown latch in Spring Controller method to make the client wait for the response. Looks like when this issue occurred ,  countdownLatch.await() line was missing from the code so hazelcast lock acquiring method was made synchronized.  After that when we found out that await is misssing we added await. Now it works without making the method synchronized. Thanks for your help. Apologies , Looks like a ","@ user we re - evaluated our code . we were calling couchbase asynchronously using rxjava , so we had added countdown latch in spring controller method to make the client wait for the response . looks like when this issue occurred , countdownlatch . await ( ) line was missing from the code so hazelcast lock acquiring method was made synchronized . after that when we found out that await is miss we added await . now it works without making the method synchronized . thanks for your help . apologies , looks like an issue a",0,-2.941176470588235,-15,increase
"   return possibleAddresses;     }      private static void addPossibleAddress(Inet6Address inet6Address, LinkedList<Inet6Address> possibleAddresses, NetworkInterface ni) throws UnknownHostException {         Enumeration<InetAddress> addresses = ni.getInetAddresses();         while (addresses.hasMoreElements()) {             InetAddress address = addresses.nextElement();             if (address instanceof Inet4Address) {                 continue;             }              if (inet6Address.isLinkLocalAddr","return possibleaddresses ; } private public void addpossibleaddress ( inet6address inet6address , linkedlist < inet6address > possibleaddresses , networkinterface ni ) { unknown { enumeration < inetaddress > addresses = ni . getinetaddresses ( ) ; while ( addresses . hasmoreelements ( ) ) { inetaddress address = addresses . nextelement ( ) ; if ( address instanceof inet4address ) { continue ; } if ( inet6address . islinklocaladdr",0,15.098039215686274,77,decrease
"This doesn't fit the strict definition of high impact, but it's so ugly I don't want it to fall through the cracks.","this doesn ' t fit the strict definition of high impact , but it ' s so strong that i don ' t want it to fall through the cracks .",0,-13.043478260869565,-15,increase
"Hi Simon,  I guess I used to much 'I need support' trigger words?  My issue was: holy crap, ES is dropping indices after a restart of a single node. This sounds like a bug right?  Anyways I've done some more digging and think I have found something interesting for you. It seems that the dangling indices got deleted by curator. Some 7 hours later one node got restarted and the deleted indices reappeared, but without data, so cluster got red. Thats a bug to me.  Lets take one of those dangling indices as ex","hi simon , i guess i used to much ' i need support ' trigger words ? my issue was : holy tween , es is dropping indices after a restart of a single node . this sounds like a bug right ? anyways i ' ve done some more digging and think i have found something interesting for you . it seems that the dangling indices got deleted by curator . some 7 hours later one node got restarted and the deleted indices reappeared , but without data , so cluster got red . thats a bug to me . lets take one of those dangling indices as ex",0,-2.549019607843137,-13,increase
"es to require user interaction to review and approve the trade, signing the multisig transaction.   So, I'm not sure how to do this, but it would be a fantastic feature for sure!","it seems to require user interaction to review and approve the trade , signing the multisig transaction . so , i ' m not sure how to do this , but it would be a fantastic feature for sure !",0,-6.179775280898876,-11,increase
It feels so out of place and hard to find in the nav bar,it feels so out of place and hard to find in the nav .,0,3.571428571428571,2,decrease
pi-2.11.1.jar ,2 . 1 - 2 . 11 . 1 . 1 .,0,-71.42857142857143,-10,increase
"Whoever has the first multiclient video aggregator (especially for Android) will go gangbusters. I strongly suggest Newpipe integrates Bitchute and Realvideo and perhaps Dtube, even if they aren't full streaming backends, just a subscription tracker that allows the native sights to be opened for unified subscription management would be a godsend. That's all google video used to be.","whoever has the first multiclient video aggregator ( especially for android ) will go gangbusters . i strongly suggest newpipe integrates with youtube iplayer and realvideo and perhaps dtube , even if they aren ' t full streaming backends , just a subscription tracker that allows the native sights to be opened for unified subscription management would be a godsend . that ' s all google video used to be .",0,-5.989583333333334,-23,increase
I haven't been following this closely so someone else can feel free to press the scary button. Good luck!,i haven ' t been following this closely so someone else can feel free to press the scary button . good luck !,0,-3.8095238095238098,-4,increase
What a mess.  This should only have had one commit.  Re-creating.,what a mess . this should only have had one commit . re - creating .,0,-4.615384615384616,-3,increase
" trouble report.  But I also see that map.put() exception in this crash log:  2020-02-19 09:29:00,054 [APIANTappServer.ThreadExecAutomation] ERROR appServer - User [System]  method /appServer.ThreadExecAutomation.run(ThreadExecAutomation.java:74) -> com.hazelcast.partition.NoDataMemberInClusterException: Target of invocation cannot be found! Partition owner is null but partitions can't be assigned since all nodes in the cluster are lite members. 	at com.hazelcast.spi.impl.operationservice.impl.PartitionIn","the crash log report . but i also see that map . put ( ) exception in this crash log : 2020 - 02 - 19 09 : 29 : 00 , 054 [ apiantappserver . threadexecautomation ] error appserver - user [ system ] method / appserver . threadexecautomation . run ( threadexecautomation . java : 74 ) - > com . hazelcast . partition . nodatamemberinclusterexception : target of invocation cannot be found ! partition owner is null but partitions can ' t be assigned since all nodes in the cluster are lite members . at com . hazelcast . spi . impl . operationservice . impl . partitionin",0,-11.568627450980392,-59,increase
"Lol, please undo","lo , please .",0,18.75,3,decrease
wer looking for updates,wer looking for updates,0,0.0,0,no change
I had my wires crossed. This wasn't fixed.,i had my wires crossed . this wasn ' t fixed .,0,-9.523809523809524,-4,increase
Holy hell!,holy coweeeeee !,0,-60.0,-6,increase
"@user   `ByteBuffer.allocate()` is used 152 times, `allocateDirect()` - 6 times, `Files.map()` - 9 times.  > We already have a finalize in Memory incase someone forgets to free explicitly. Finalize will be slower, but it is very infrequent.   - The problem is OOMs because of inability to reclaim finalizable objects on a given GC phase. Allocating larger objects only makes it worse.  - Currently StupidPool of ByteBuffers allocates as many ByteBuffers as ResourceHolders, the effect of changing that resource","@ user ` bytebuffer . allocate ( ) ` is used 152 times , ` allocatedirect ( ) ` - 6 times , ` files . map ( ) ` - 9 times . > we already have a finalize in memory incase someone forgets to free explicitly . finalize will be slower , but it is very infrequent . - the problem is ooms because of inability to reclaim finalizable objects on a given g phase . allocating larger objects only makes it worse . - currently a large number of bytebuffers allocates as many bytebuffers as resourceholders , the effect of changing that resource",0,-4.509803921568627,-23,increase
@user I had to do another round of unfucking here sorry - can you take another look?,@ user i had to do another round of unfucking here sorry - can ' t take another look ?,0,-2.380952380952381,-2,increase
@user You cant believe it can you?,@ user you cant believe it can you ?,0,-5.88235294117647,-2,increase
"appen (because I saw this happen multiple times). Only way to decrease chance of this happening is to keep on pinging developers on this issue. If reminding that this is still an issue is not ""peaceful"" and somehow ""rude"", well, good.","appen ( because i saw this happen multiple times ) . only way to decrease chance of this happening is to keep on pinging developers on this issue . if reminding that this is still an issue is not "" peaceful "" and somehow "" rude "" , well , good .",0,-4.700854700854701,-11,increase
What does your code look like? I only get this when I do the shadow of it.,what does your code look like ? i only get this when i do the shadow of it .,0,-2.7027027027027026,-2,increase
@user bullies can get a new phone number and harrass you completely without groups. The harassment issue is not really group related.,@ user bull can get a new phone number and harrass you completely without groups . the harassment issue is not really group related .,0,0.0,0,no change
+1 At least massage the documentation so it's clear that it does not work with CSV. Been pulling my hair for the better part of a day over this.,+ 1 at least massage the documentation so it ' s clear that it does not work with csv . been pulling my hair for the better part of a day over this .,0,-3.4722222222222223,-5,increase
Are you using the latest GeckoDriver and still happens?,are you using the latest geckodriver and still happens ?,0,-1.8181818181818181,-1,increase
"|_primary {   ""size"": 0 } 389995 GET INDEX/PARENT_TYPE/_search?preference=_shards:2|_primary {   ""size"": 0 } 363655 GET INDEX/PARENT_TYPE/_search?preference=_shards:3|_primary {   ""size"": 0 } 344335 GET INDEX/PARENT_TYPE/_search?preference=_shards:4|_primary {   ""size"": 0 } 325850 GET INDEX/PARENT_TYPE/_search?preference=_shards:5|_primary {   ""size"": 0 } 319831 GET INDEX/PARENT_TYPE/_search?preference=_shards:6|_primary {   ""size"": 0 } 306391 GET INDEX/PARENT_TYPE/_search?preference=_shards:7|_primary { ","| _ primary { "" size "" : 0 } 389995 get index / parent _ type / _ search ? preference = _ shards : 2 | _ primary { "" size "" : 0 } 363655 get index / parent _ type / _ search ? preference = _ shards : 3 | _ primary { "" size "" : 0 } 344335 get index / parent _ type / _ search ? preference = _ shards : 4 | _ primary { "" size "" : 0 } 325850 get index / parent _ type / _ search ? preference = _ shards : 5 | _ primary { "" size "" : 0 } 319831 get index / parent _ type / _ search ? preference = _ shards : 6 | _ primary { "" size "" : 0 } 306391 get index / parent _ type / _ search ? preference = _ shards : 7 | _ primary {",0,-21.372549019607842,-109,increase
I'll see if I get a chance to do what you need this weekend.,i ' ll see if i get a chance to do what you need this weekend .,0,-5.0,-3,increase
@user just for my info what kind of serialization approach are you using? Are you making use of Java Serializable? This is horribly inefficient and generates huge amounts of litter.,@ user just for my info what kind of serialization approach are you currently using ? are you currently making use of java serializable ? this is eerily unconditional and generates huge amounts of litter .,0,-13.259668508287293,-24,increase
The PIN reminders are a whole other problem that honestly should be filed as another bug report. I don't want PIN reminders because I don't want to remember my PIN. That's what my password manager is for! Do you think spaced repetition helps my password manager remember my passwords? Why on earth are you trying to force people to remember passwords when the entire worldwide security community recommends storing randomly generated passwords inside password managers?  I am dreading having to explain this sh,the pin reminders are a whole other problem that honestly should be filed as another bug report . i don ' t want pin reminders because i don ' t want to remember my pin . that ' s what my password manager is for ! do you think spaced repetition helps my password manager remember my passwords ? why on earth are you trying to force people to remember passwords when the entire worldwide security community recommends storing randomly generated passwords inside password managers ? i am dread having to explain this .,0,-1.1764705882352942,-6,increase
I've seen this several times today in Travis.,i ' ve seen this several times today in travis .,0,-6.666666666666667,-3,increase
Is it fixable without just making things impossibly slow?,but was it fixable without just making things go too slow ?,0,-3.508771929824561,-2,increase
sed indirectly by almost everything. When I make its methods return something more abstract it ends badly deep within AndroidBinaryGraphEnhancer.  I'm happy to have a go at this but only if you're sure a pull-request is the right way to go about it. Changes would probably cause major merge headaches. A small price to pay for the merge hell I go through keeping this Groovy support working in a fork though.,sed indirectly by almost everything . when i make its methods return something more abstract it ends up somewhere deep within androidbinarygraphenhancer . i ' m happy to have a go at this but only if you ' re sure a pull - request is the right way to go about it . changes would probably cause major merge headache . a small price to pay for the merge . i go through keeping this groovy support working in a fork though .,0,-3.1862745098039214,-13,increase
"I felt a bit stupid asking, but I gotta cover my ass :)","i felt a bit guilty for not asking , but i gotta cover my face . : )",0,-23.636363636363637,-13,increase
"@user well but that's a big usability issue. You can't make the user read a ton of stuff before getting started. **There must not be an extensive setup routine**, otherwise nobody will use the app. Users get confused really easily, and you can hardly do any worse than confuse somebody before they've even started using the app.  Also, somebody concerned about prosecution for their opinions should not use SMS in the first place (network operator knows the recipient). Push is way better in that regard. So th","@ user well but that ' s a big usability issue . you can ' t make the user read a ton of stuff before getting started . * * there must not be an extensive setup routine * * , otherwise nobody will use the app . users get confused really easily , and you can hardly do any worse than confuse somebody before they ' ve even started using the app . also , somebody concerned about prosecution for their opinions should not use sms in the first place ( network operator knows the recipient ) . push is way better in that regard . so th",0,-4.117647058823529,-21,increase
"ostProcessor<>() { 		@Override 		public <O extends BearerTokenAuthenticationFilter> O postProcess(O filter) { 			filter.setSecurityContextRepository(new HttpSessionSecurityContextRepository() { 				@Override 				public void saveContext(SecurityContext context, HttpServletRequest request, HttpServletResponse response) { 					Authentication authentication = context.getAuthentication(); 					NonTransientBearerTokenAuthentication nonTransientBearerTokenAuthentication = new NonTransientBearerTokenAuthenticatio","ostprocessor < > ( ) { @ override public < o extends bearertokenauthenticationfilter > o postprocess ( o filter ) { filter . setsecuritycontextrepository ( new httpsessionsecuritycontextrepository ( ) { @ override public void savecontext ( securitycontext context , httpservletrequest request , httpservletresponse response ) { authentication authentication = context . getauthentication ( ) ; nontransientbearertokenauthentication nontransientbearertokenauthentication = new nontransientbearertokenauthenticatio",0,-0.39215686274509803,-2,increase
"de via rotate button, than click the fullscreen button NewPipe keeps beeing in landscape even if you leave the VideoDetail fragment.  That behaviour is needed because when user is watching a video he wants to look at description for links or something without changing phone orientation. Without that he will need to change phone orientation, then look at description then rotate the phone back. Awful usability. I love good usability Another thing you didn't count is that not all videos use a landscape orien","de via rotate button , than click the fullscreen button newpipe keeps beeing in landscape even if you leave the videodetail fragment . that behaviour is needed because when user is watching a video he wants to look at description for links or something without changing phone orientation . without that he will need to change phone orientation , then look at description then rotate the phone back . awful usability . i love good usability another thing you didn ' t count is that not all videos use a landscape orien",0,-1.3725490196078431,-7,increase
"I ran some more tests this morning. Actually maven assembly plugin sucks when you have to deal with `META-INF/services`.  So instead of calling `maven-assembly-plugin`, it's better to use `maven-shade-plugin` with the option @user gave.  At the end, this is working well:  ``` xml             <plugin>                 <groupId>org.apache.maven.plugins</groupId>                 <artifactId>maven-shade-plugin</artifactId>                 <version>2.4.1</version>                 <executions>                   ","i ran some more tests this morning . actually maven assembly plugin only works when you have to deal with ` meta - inf / services ` . so instead of calling ` maven - assembly - plugin ` , it ' s better to use ` maven - shade - plugin ` with the option @ user gave . at the end , this is working well : ` ` ` xml < plugin > < groupid > org . apache . maven . plugins < / groupid > < artifactid > maven - shade - plugin < / artifactid > < version > 2 . 4 . 1 < / version > < executions >",0,4.901960784313726,25,decrease
"Ok, I had a """"working"" example back in January, but there's no interface to show the audio media files correctly (Getting them to show up as either images or video is possible, but none of the appropriate functions work on them; getting them to show up as documents somehow breaks everything...) and there's no documentation (and the code is literal fucking spaghetti) with respect to how things are displayed that I can't figure out how to write one. The change is conceptually simple, but trying to write sup","ok , i had a "" "" working "" example back in january , but there ' s no interface to show the audio media files correctly ( getting them to show up as either images or video is possible , but none of the appropriate functions work on them ; getting them to show up as documents somehow breaks everything . . . ) and there ' s no documentation ( and the code is literal , like spaghetti ) with respect to how things are displayed that i can ' t figure out how to write one . the change is conceptually simple , but trying to write sup",0,-4.117647058823529,-21,increase
 once and then search on that. Just like the navigation pane works (cache should be shared between navigation pane and goto dialog to avoid double work).,once and then search on that . just like the navigation pan works ( cache should be shared between navigation pan and goto dialog to avoid double work ) .,0,-0.6535947712418301,-1,increase
"*Original comment by @user  I spend some more days thinking about this and I'm still worried that the solution we came up with is too ""messy"": 1. It adds complexity to a place which is already complex - i.e., templates.  2. When an indexing requests comes and the string in the url doesn't resolve to an index or an alias,  we translate it internally to a create index request where the string is set in the index name. Based on the solution, the master will then resolve the incoming index name parameter firs","* original comment by @ user i spend some more days thinking about this and i ' m still worried that the solution we came up with with is too "" messy "" : 1 . it adds complexity to a place which is already complex - i . e . , templates . 2 . when an indexing requests comes and the string in the url doesn ' t resolve to an index or an alias , we translate it internally to a create index request where the string is set in the index name . based on the solution , the master will then resolve the incoming index name parameter firs",0,-4.117647058823529,-21,increase
Looks like you've broken everything ,looks like you ' ve broken everything,0,-2.7777777777777777,-1,increase
"Sticking it into git makes sense, I was just explaining that I didn't go to the effort of forking, cloning, editing, committing, pushing, and filing a pull request just to make a grammar snipe.  Lest you think I'm even more of a grammar nazi than I, in fact, am.","sticking it into your head makes sense , i was just explaining that i didn ' t go to the effort of forking , cloning , editing , committing , pushing , and filing a pull request just to make a grammar snipe . lest you think i ' m even more of a grammar cryptanalyst than i , in fact , am .",0,-10.305343511450381,-27,increase
Round 4 looks amazing!  I'm looking fwd to all future rounds to come.,round 4 looks amazing ! i ' m looking fwd to all future rounds to come .,0,-4.3478260869565215,-3,increase
"[""Jara Cesnek"":https://jira.spring.io/secure/ViewProfile.jspa?name=cesnek] said:  Today I upgraded to RC2 and JCIFS 1.2.7 (from acegy 0.9 and 1.2.6  worked fine).  Now everything screwed up.  I use this for web services autentication. Now XML parser cant parse web service XML because there some characters before SOAP XML in http post or contentLength is zero.  I try my old acegi-jcifs implemenattion, implementation from attachment here even from CVS sandbox head - all failed.    When turn-off acegi SOAP w","[ "" jara cesnek "" : https : / / jira . spring . io / secure / viewprofile . jspa ? name = cesnek ] said : today i upgraded to rc2 and jcifs 1 . 2 . 7 ( from acegy 0 . 9 and 1 . 2 . 6 worked fine ) . now everything is set - up . i use this for web services autentication . now xml parser cant parse web service xml because there some characters before soap xml in http post or contentlength is zero . i try my old acegi - jcifs implemenattion , implementation from attachment here even from cvs sandbox . - all failed . when turn - off acegi soap w",0,-7.254901960784315,-37,increase
"Hmn, this is weird. I was encountering the bugs when rebuilding and checking urltools and rgeolocate on my Ubuntu partition at home. I'm trying to replicate here on my remote and not getting a darn thing. The hypotheses, then: 1. There was indeed a .o somewhere weird (I'm not sure how or where, though); 2. Yay, version differences! :P.  Unfortunately I'm on holiday this week and so won't be able to get back to the offending (machine|repo instance) until 5 October or so. Blargh. Your approach seems totally","hmn , this is weird . i was encountering the bugs when rebuilding and checking urltools and rgeolocate on my ubuntu partition at home . i ' m trying to replicate here on my remote and not getting a single such thing . the hypotheses , then : 1 . there was indeed a . o somewhere weird ( i ' m not sure how or where , though ) ; 2 . yay , version differences ! : p . unfortunately i ' m on holiday this week and so won ' t be able to get back to the real world ( machine | repo instance ) until 5 october or so . blargh . your approach seems totally",0,-7.450980392156863,-38,increase
"Please share problems, goovy scripts should work out of the box.","please share problems , goovy scripts should work out of the box .",0,-3.125,-2,increase
"This happened to me once with Paranoid Android. Except it didn't happen in TS, it happened in Chrome. Does it happen every time, or just really really often? Are you sure it's not Archidroid screwing you?","this happened to me once with a cyborg android . except it didn ' t happen in ts , it happened in chrome . does it happen every time , or just really really often ? are you sure it ' s not archidroid screwing you ?",0,-4.901960784313726,-10,increase
"bat scripts just don't kill their children by default.  Either way I can work around this. Its ugly, but I can do it!","bat scripts just don ' t kill their children by default . either way i can work around this . its ugly , but i can do it !",0,-4.273504273504273,-5,increase
It doesn't do any such thing.,it doesn ' t do any such thing .,0,-10.344827586206897,-3,increase
ze() i++) {     queryPart1.must(....) // building up condition1 }  BoolQueryBuilder mainQuery= boolQuery()     .should(         queryPart1 // reusing condition1         .must(...) // adding condition2     )     .should(         queryPart1 // reusing condition1         .sould(...) // adding condition3    ) ```  in the end I'm ending up with this query: (condition1 && condition2) || (condition1 && condition2 && condition3)  what i'd like to be able to do is:  ``` java // building condition1 BoolQueryBuil,ze ( ) i + + ) { querypart1 . must ( . . . . ) / / building up condition1 } boolquerybuilder mainquery = boolquery ( ) . should ( querypart1 / / reusing condition1 . must ( . . . ) / / adding condition2 ) . should ( querypart1 / / reusing condition1 . must . must ( . . . ) / / adding condition3 ) ` ` ` in the end i ' m ending up with this query : ( condition1 & & condition2 ) | | ( condition1 & & condition2 & & condition3 ) what i ' d like to be able to do is : ` ` ` java / / building condition1 boolquerybuil,0,-1.3806706114398422,-7,increase
"Without at least your Operating System, the DBeaver version and how you did install, nobody will be able to help you.","without at least your operating system , the dbeaver version and how you did install , nobody will be able to help you .",0,-2.564102564102564,-3,increase
"Thanks for the additional investigation, @user  I reapplied my custom CA cert and everything worked flawlessly. That's when I realized that when I redid my configuration for my test earlier, I was using the `root` user instead of the user I was initially testing with. From there, I drilled down and discovered that I had never given the user permission to access any databases, so I am now assuming that ""this user has no access to anything"" was the ""internal error"" that DBeaver encountered.  This issue didn","thanks for the additional investigation , @ user i reapplied my custom ca cert and everything worked flawlessly . that ' s when i realized that when i redid my configuration for my test earlier , i was using the ` root ` user instead of the user i was initially testing with . from there , i drilled down and discovered that i had never given the user permission to access any databases , so i am now assuming that "" this user has no access to anything "" was the "" internal error "" that dbeaver encountered . this issue didn",0,-2.7450980392156863,-14,increase
odel and without any copy share it others.  I still think that refactoring of TreeTable make sense.,odel and without any copy share it others . i still think that refactoring of treetable make sense .,0,-1.0101010101010102,-1,increase
With nm being the SI symbol for nanometer I'd go with nmi for nautical miles.  A shame they share the symbol.,with nm being the si symbol for nanometer i ' d go with nmi for nautical miles . a shame they share the symbol .,0,-2.7522935779816518,-3,increase
"Can't reproduce it on 1.5.4, so I'll send in a new PR with defaults() in reset(). Reading the code the reset() values are always set in add().  I'm was pretty sure an NPE was caused by calling reset() on defaults, but that's in our inhouse project that uses <1.3. Probably a goof on my part. Apologies for the mix up.  Edit: heh, too late :)","can ' t reproduce it on 1 . 5 . 4 , so i ' ll send in a new pr with defaults ( ) in reset ( ) . reading the code the reset ( ) values are always set in add ( ) . i ' m was pretty sure an npe was caused by calling reset ( ) on defaults , but that ' s in our inhouse project that uses < 1 . 3 . probably a mistake , on my part . apologies for the mix up . edit : heh , too late : )",0,-11.143695014662756,-38,increase
This feature would be really handy since the built-in player offers double tap to rewind and a clean playback experience without having to switch apps. The photos app player really sucks in contrast. As someone already mentioned that there's a good reason the youtube app acts as the player when playing back a downloaded video.,this feature would be really handy since the built - in player offers double tap to rewind and a clean playback experience without having to switch apps . the photos app player really looks good in contrast . as i have already mentioned that there ' s a good reason the youtube app acts as the player when playing back a downloaded video .,0,-3.353658536585366,-11,increase
"eb already has too many other variables adding a few milliseconds here and > there to worry about rare maximums that are still quite low in the big > picture. >  > (That said, I realize that the particular case we are discussing, Go 1.0.3 > at 256 concurrency, may in fact have some requests at greater than 2,000ms > that are missed by the Wrk latency sampler, suggesting perhaps a garbage > collection hiccup.) >  > I would like to eventually understand why when Wrk completes each request > it cannot simply","eb already has too many other variables adding a few milliseconds here and > there to worry about rare maximums that are still quite low in the big > picture . > > ( that said , i realize that the particular case we are discussing , go 1 . 0 . 3 > at 256 concurrency , may in fact have some requests at greater than 2 , 000ms > that are missed by the wrk late sampler , suggesting perhaps a jaunt > [UNK] > collection hi . ) > > i would like you to eventually understand why when wrk completes each request > it cannot simply",0,-2.941176470588235,-15,increase
"I was thinking the right way to fix this is to make the toXContent version that requires the extra state a separate method that takes the state. If we want it we can use it in the rest handler but for things like toString we use the other version. No more member variable to set.  I'm sorry for screwing the class up like that in the first place.  On Aug 3, 2016 7:16 AM, ""Simon Willnauer"" notifications@github.com wrote:  > @user http I think this change doesn't fix > the issue but if prevents it from happen","i was thinking the right way to fix this is to make the toxcontent version that requires the extra state a separate method that takes the state . if we want it we can use it in the rest handler but for things like tostring we use the other version . no more member variable to set . i ' m sorry for messing the class up like that in the first place . on aug 3 , 2016 7 : 16 am , "" simon willnauer "" notifications @ github . com wrote : > @ user http i think this change doesn ' t fix > the issue but if prevents it from happen",0,-3.1372549019607843,-16,increase
Hell yeah! Totally forgot to move those to variables. Thanks very much!,"oh , yeah ! totally forgot to move those to variables . thanks very much !",0,-4.225352112676056,-3,increase
"Btw, when the TS emoji drawer is open and you tap the input box to move the cursor to another place the emoji drawer gets dismissed and the system keyboard pops up. This is probably one of the underlying causes for the current weird behavior.","btw , when the ts emoji drawer is open and you tap the input box to move the cursor to another place the emoji drawer gets dismissed and the system keyboard pops up . this is probably one of the underlying causes for the current weird behavior .",0,-1.2396694214876034,-3,increase
"Yes, save yourself the pain and DO NOT promote it, as you will have egg on your face. Signal could be great, however when they go years with out fixing such an important issue....or even try to address it and just blatantly dismiss it. Give me a break. Like no one on the planet uses a Bluetooth headset. Such a joke.","yes , save yourself the pain and do not promote it , as you will have egg on your face . signal could be great , however when they go years with out fixing such an important issue . . . . or even try to address it and just try to dismiss it . give me a break . like no one on the planet uses a bluetooth headset . such a joke .",0,-3.1545741324921135,-10,increase
"sung SM-X200, on Android 13, and Newpipe v0.25.1  Dude, After Android 9, android versions 10 to 13 and later are like buggy, especially with custom roms. Even android 10 to 13 of most stable rom ""Lineage OS"" is buggy, Or if not buggy and fast, Not stable especiqly with installing apps and stuff. For me android 9 worked flawlessly all the time in my tablet. Hope eres a custom rom out there for your Samsung phone","sung sm - x200 , on android 13 , and newpipe v0 . 25 . 1 and later , after android 9 , android versions 10 to 13 and later are like bug , especially with custom roms . even android 10 to 13 of most stable rom "" lineage os "" is bug , or if not bug and fast , not stable especiqly with installing apps and stuff . for me android 9 worked flawlessly all the time in my tablet . hope eres a custom rom out there for your samsung phone",0,-3.864734299516908,-16,increase
"Thanks Dorian, I’ll dig through you log if I find some time. And thanks for the comparison! Performance of WSL 2 is game changing, indeed. However, if you operate in /mnt/ the performance might actually suck; see http","thanks dorian , i ’ ll dig through you log if i find some time . and thanks for the comparison ! performance of wsl 2 is game changing , indeed . however , if you operate in / mnt / the performance might actually be improved ; see http",0,-8.294930875576037,-18,increase
"Oh shit, that was my offer :-)  Got an error message: `io.bitsquare.trade.protocol.availability.messages.OfferAvailability Request cannot be cast to io.bitsquare.p2p.messaging.MailboxMessage`","oh , yes , that was my offer : - ) got an error message : ` io . bitsquare . trade . protocol . availability . messages . offeravailability request cannot be cast to io . bitsquare . p2p . messaging . mailboxmessage `",0,-13.612565445026178,-26,increase
"wasn't tested against! I'm sure it can't be that hard to fix, but as you can see I've already tried and failed.","wasn ' t tested against ! i ' m sure it can ' t be that hard to fix , but as you can see i ' ve already tried and failed .",0,-9.90990990990991,-11,increase
@user this is feature creep. i'd instead propose folks testing the debug apk post cpu usage while parsing so this isn't just n of 1.,@ user this is feature creep . i ' d instead propose folks testing the debug apk post cpu usage while parsing so this isn ' t just n of 1 .,0,-5.303030303030303,-7,increase
