row_number,uncivil_tokens,T5,bart,condabert,count,diffudetox,gpt4,gpt35,madan,marco,marian,nllb,paradetox,paragedi,politebot
869,166,155,172,196,63,54,222,74,183,174,169,178,63,128,84
870,166,145,177,174,72,80,253,177,165,181,169,171,54,172,43
871,166,160,168,181,81,79,203,217,191,163,166,167,80,109,62
872,167,209,175,170,75,73,276,164,188,163,171,160,79,98,63
873,167,185,157,174,73,75,256,187,166,159,159,159,73,123,92
874,167,172,167,175,75,74,222,231,175,165,176,177,75,153,82
875,167,246,167,170,71,75,233,225,171,155,176,167,74,142,64
876,167,155,188,178,75,79,171,177,180,151,183,167,75,172,68
877,167,138,175,170,79,92,181,231,195,170,147,130,79,154,78
878,167,224,171,188,92,63,234,238,186,175,181,187,92,120,63
879,167,239,178,188,63,53,305,197,103,166,172,206,63,73,78
880,167,271,169,170,53,76,285,164,166,156,179,151,53,166,92
881,168,193,164,175,72,81,287,171,168,166,171,162,76,144,64
882,168,126,165,169,81,66,243,128,165,164,171,182,81,158,53
883,168,225,176,176,71,65,229,213,174,162,139,165,66,169,72
884,168,205,168,180,65,75,142,209,167,172,237,192,65,152,90
885,169,200,202,182,74,76,282,191,181,156,182,134,75,117,66
886,169,175,171,175,76,71,175,186,173,177,192,170,76,72,69
887,169,202,171,177,75,56,273,274,171,171,164,182,75,154,67
888,171,171,182,194,56,101,180,154,192,165,155,165,56,154,68
889,171,182,194,179,101,85,250,195,181,159,172,195,101,153,67
890,171,204,222,175,80,77,233,251,164,142,187,174,80,176,56
891,171,205,172,190,77,74,228,206,189,174,232,199,77,179,101
892,171,222,169,176,74,95,261,214,176,169,198,171,74,168,87
893,172,188,193,182,83,31,194,237,185,173,150,178,95,56,65
894,172,230,162,191,74,87,155,192,172,177,158,170,74,116,51
895,172,176,160,184,88,75,272,199,184,166,168,173,87,84,77
896,172,173,140,174,75,104,267,193,165,149,204,195,75,179,71
897,172,172,165,192,104,29,222,314,169,177,160,183,104,105,83
898,172,197,165,169,44,77,295,239,175,171,182,169,41,169,75
899,172,231,152,189,77,46,219,124,167,176,144,155,77,168,77
900,173,208,172,180,46,74,259,223,180,172,186,228,46,142,96
901,173,140,161,179,32,91,346,181,174,172,133,86,80,64,64
902,173,208,209,185,93,75,299,254,177,173,179,220,98,130,86
903,173,174,155,180,75,57,169,177,177,172,196,181,75,176,51
904,173,191,191,184,57,77,292,236,186,173,219,173,57,106,78
905,174,198,190,189,77,77,260,198,174,171,214,216,77,128,98
906,174,207,174,177,80,67,233,192,208,178,170,174,77,173,68
907,174,176,195,187,67,40,235,224,364,163,184,196,67,165,57
908,174,176,161,182,53,71,238,103,86,159,169,177,54,120,71
909,174,225,163,182,71,69,316,192,184,167,179,155,71,143,76
910,174,198,171,174,71,75,244,166,190,176,167,190,69,82,83
911,175,174,191,189,73,71,264,195,197,182,196,175,73,142,62
912,175,104,188,212,71,45,225,154,169,177,295,121,71,169,75
913,176,184,176,185,45,48,241,264,221,171,186,169,45,144,64
914,176,57,110,197,75,71,61,119,278,166,163,259,79,84,76
915,177,94,189,187,71,11,350,206,268,153,246,203,71,47,66
916,177,259,204,177,36,13,370,155,183,164,197,191,30,171,65
917,177,59,126,93,41,69,105,183,187,178,72,72,45,172,45
918,178,198,182,196,68,83,173,208,77,177,180,191,69,111,89
919,178,181,188,188,83,84,287,245,150,180,207,187,83,109,79
920,178,213,203,184,84,48,317,239,197,170,184,202,84,175,45
921,178,214,211,189,46,73,282,205,177,172,200,197,66,65,74
922,178,233,205,179,73,72,197,261,176,168,193,241,73,169,84
923,178,208,160,191,72,73,295,193,187,174,172,174,65,103,84
924,179,170,164,185,72,48,219,245,182,193,166,189,71,153,67
925,179,124,151,204,60,50,297,178,186,180,155,182,60,155,69
926,179,212,241,202,44,44,226,199,198,187,195,293,44,103,72
927,179,219,175,198,48,58,248,131,179,190,213,192,48,72,73
928,179,190,179,204,78,73,248,215,187,192,176,169,78,101,60
929,179,204,202,183,73,70,241,184,177,179,181,224,73,155,48
930,179,190,179,191,70,84,276,225,202,177,179,189,70,138,52
931,179,187,179,191,84,74,371,213,190,174,179,177,84,136,87
932,180,221,183,207,74,48,314,183,183,170,211,188,74,83,76
933,180,207,177,198,47,84,259,160,208,185,210,206,46,111,84
934,180,211,215,218,84,81,223,212,179,184,202,208,83,183,76
935,180,227,180,195,82,72,301,161,98,157,181,180,81,182,74
936,181,204,158,200,77,54,326,164,185,175,184,186,73,150,48
937,181,193,178,205,69,67,226,250,184,167,198,208,54,105,69
938,182,224,225,185,67,56,392,221,211,160,188,187,67,86,81
939,182,206,215,189,79,64,318,204,183,184,260,203,79,172,82
940,182,197,179,200,67,80,326,186,181,171,181,202,67,122,69
941,182,180,156,187,80,42,247,275,171,173,184,204,80,73,54
942,182,203,186,181,42,85,205,152,194,171,243,180,42,151,75
943,183,200,221,239,85,56,141,202,202,190,189,192,85,175,74
944,183,181,173,198,45,84,256,111,171,173,187,215,45,73,86
945,184,198,181,213,77,78,138,273,191,186,195,184,84,147,42
946,185,235,175,195,78,56,158,196,119,177,205,245,78,154,96
947,186,218,189,193,48,87,278,204,201,195,193,197,48,145,45
948,187,209,192,194,87,59,381,202,201,194,220,215,87,102,80
949,187,213,213,191,59,65,347,192,210,203,121,202,59,176,74
950,187,182,186,193,66,67,250,244,180,181,179,183,66,116,62
951,187,237,187,200,67,79,276,255,187,180,196,187,67,158,48
952,188,280,275,196,77,74,334,209,195,171,210,255,79,70,69
953,189,182,180,201,74,66,265,209,195,190,226,161,74,98,67
954,189,224,210,197,66,66,268,417,196,192,204,158,66,170,66
955,189,216,191,197,66,81,325,190,204,189,206,217,66,158,73
956,189,213,137,198,81,82,227,254,196,185,212,195,81,154,63
957,189,160,190,203,82,78,238,198,197,175,249,201,82,86,77
958,190,180,172,203,83,57,200,225,202,190,172,203,83,188,74
959,190,190,242,208,74,59,260,144,214,189,192,190,73,97,72
960,190,174,183,199,63,58,224,191,203,197,207,194,64,90,74
961,190,254,178,198,93,78,272,198,199,182,190,215,58,156,76
962,191,223,249,203,78,59,245,274,187,187,230,243,78,71,82
963,191,249,257,196,60,17,309,234,196,192,230,229,60,176,75
964,191,179,205,201,58,98,324,191,200,180,198,177,55,130,93
965,191,179,195,217,91,79,234,197,216,190,203,191,89,79,64
966,191,217,205,213,80,64,254,280,204,157,222,232,79,136,58
967,192,232,134,197,64,53,324,246,296,198,193,212,64,161,75
968,192,233,203,190,35,79,240,234,176,193,209,205,59,171,64
969,192,148,131,210,79,61,258,209,203,193,207,203,79,165,63
970,193,240,200,201,63,68,326,217,194,177,238,199,63,92,86
971,193,202,197,200,71,90,243,257,124,186,188,202,68,184,59
972,193,224,291,203,90,19,309,88,194,179,171,266,90,172,66
973,194,201,168,204,30,61,260,247,234,191,185,192,30,192,90
974,194,172,181,236,61,76,594,240,195,197,176,129,61,148,79
975,194,210,235,205,76,60,289,251,193,186,214,194,75,171,76
976,194,194,246,211,61,53,257,214,128,198,206,194,60,147,59
977,194,208,219,204,54,64,248,218,207,191,206,223,57,156,36
978,195,217,195,212,64,84,291,219,242,194,205,191,64,165,73
979,196,213,235,223,91,36,265,175,197,202,227,255,91,153,79
980,196,238,191,207,80,80,269,224,213,197,246,219,73,173,65
981,196,168,215,195,80,49,238,328,204,187,218,170,80,181,60
982,196,226,178,204,63,94,350,203,199,182,187,231,60,83,62
983,196,135,238,198,94,74,240,200,201,178,196,118,94,99,84
984,197,176,201,202,74,78,272,218,202,183,187,188,74,140,83
985,197,202,209,222,79,81,291,217,195,183,221,221,83,215,80
986,197,181,180,210,81,65,321,247,204,178,295,184,81,185,64
987,198,218,207,205,65,71,279,165,216,183,218,214,65,159,90
988,198,208,197,204,71,26,249,188,210,186,189,206,68,146,79
989,198,271,153,204,64,65,347,213,205,197,216,245,73,102,79
990,199,181,196,203,65,45,291,180,223,199,187,199,65,217,67
991,200,225,200,215,63,78,254,268,196,204,197,200,63,69,81
992,200,159,224,213,89,76,325,392,208,199,198,220,78,190,62
993,200,297,242,224,76,76,325,212,216,203,242,261,76,171,82
994,200,183,209,204,76,76,346,248,185,200,207,175,76,75,64
995,200,200,200,210,78,70,274,181,210,196,205,200,76,74,72
996,201,150,201,206,70,32,224,231,203,184,211,172,70,203,63
997,201,221,196,203,19,64,283,215,230,174,203,210,54,158,76
998,201,194,201,216,64,99,285,190,197,205,208,212,64,132,75
999,202,202,202,210,79,70,341,300,198,203,209,202,80,135,76
1000,203,237,223,210,70,91,326,260,231,176,224,203,70,189,87
1001,204,267,245,214,91,76,323,209,206,198,182,226,91,201,64
1002,204,208,204,219,77,66,291,251,209,192,181,204,77,171,61
1003,204,174,192,214,66,80,299,286,208,204,212,243,70,141,83
1004,205,208,185,214,80,33,255,252,200,204,221,228,80,164,70
1005,205,250,205,215,45,61,299,45,439,189,206,239,33,178,91
1006,206,241,190,226,74,22,197,248,208,193,221,210,76,109,74
1007,206,175,200,214,45,80,256,111,194,212,219,220,46,61,73
1008,206,207,206,247,80,76,151,290,160,200,164,113,80,120,60
1009,207,229,160,213,76,61,242,180,195,212,248,241,76,148,51
1010,208,222,172,210,61,72,260,239,377,208,173,224,61,191,73
1011,208,219,173,220,72,73,339,228,228,209,230,206,72,203,65
1012,208,204,185,220,74,69,320,141,208,204,173,186,81,61,84
1013,208,140,213,253,69,36,119,265,183,205,244,215,69,186,66
1014,208,244,173,224,55,62,291,274,196,217,212,183,53,171,76
1015,208,206,243,223,62,65,245,199,178,194,237,218,62,119,66
1016,208,229,235,208,65,70,399,193,222,203,221,221,67,99,78
1017,209,218,190,224,70,67,277,177,199,212,212,228,70,208,86
1018,209,174,189,223,67,52,261,263,211,213,204,217,67,164,62
1019,210,224,258,232,68,73,323,156,214,208,230,225,64,127,62
1020,210,213,182,234,73,73,358,251,218,202,222,210,73,115,71
1021,210,240,231,214,72,92,292,198,209,203,259,246,73,203,70
1022,211,292,223,227,92,37,465,207,186,213,265,216,92,28,70
1023,211,230,215,233,62,72,313,253,215,201,207,214,58,72,68
1024,211,219,191,250,84,81,292,209,201,205,215,211,82,195,73
1025,211,252,235,216,81,73,263,252,212,203,235,210,81,212,76
1026,212,320,220,231,73,70,227,224,198,190,286,228,73,130,86
1027,212,222,225,215,70,78,248,221,298,199,202,229,70,204,60
1028,213,255,190,228,78,60,389,248,223,211,216,211,78,108,76
1029,213,215,219,221,61,76,340,256,214,209,234,237,61,209,73
1030,215,237,179,227,76,83,311,273,178,217,234,170,76,168,73
1031,215,231,219,231,83,65,257,253,188,203,234,238,83,179,66
1032,215,224,214,219,65,50,311,149,798,221,203,244,65,178,82
1033,216,265,216,239,50,80,227,349,276,214,208,214,50,114,54
1034,217,52,215,256,78,60,359,263,217,217,197,92,80,198,83
1035,217,243,210,236,59,32,346,137,223,213,212,219,64,155,83
1036,217,308,248,235,48,80,349,349,347,234,217,251,48,125,65
1037,217,180,215,252,78,71,257,198,234,219,230,232,80,84,71
1038,217,243,210,236,71,93,320,242,265,213,217,219,71,165,42
1039,218,252,242,221,108,91,307,181,149,204,204,263,93,125,70
1040,218,267,159,227,91,51,401,247,234,217,295,248,91,171,65
1041,220,221,247,232,74,58,153,203,222,205,223,224,69,170,46
1042,220,242,198,226,59,78,285,256,217,223,215,218,58,213,70
1043,220,211,218,237,83,55,332,261,219,224,231,228,80,85,93
1044,221,263,221,241,58,72,338,208,221,204,205,221,56,84,91
1045,222,163,220,220,72,69,331,189,190,207,192,183,72,184,73
1046,222,198,212,242,8,72,310,268,243,216,240,254,71,182,60
1047,223,237,209,251,72,87,253,280,254,222,209,211,72,199,76
1048,223,276,228,233,87,64,434,264,227,225,260,226,87,218,69
1049,224,212,237,235,85,39,232,97,183,212,226,153,79,147,69
1050,224,244,239,227,57,97,323,205,219,225,213,254,55,214,58
1051,224,204,213,247,97,80,590,236,240,202,207,238,97,152,72
1052,225,243,236,233,72,89,301,249,228,212,258,256,80,124,95
1053,225,245,226,246,89,66,400,233,191,212,245,266,89,111,78
1054,226,245,219,237,66,76,351,201,231,225,239,234,66,193,59
1055,226,226,226,254,72,65,357,257,185,221,232,226,76,148,97
1056,227,208,236,247,75,79,355,254,234,221,224,252,65,141,69
1057,227,257,220,236,79,71,368,287,193,218,232,229,79,215,74
1058,227,227,261,245,71,54,436,294,243,222,254,249,70,104,71
1059,227,279,225,246,54,58,362,248,224,223,246,276,54,185,81
1060,227,291,264,263,60,67,287,271,240,194,226,237,58,148,62
1061,227,243,233,233,65,49,268,181,255,215,229,223,67,177,80
1062,228,262,213,247,54,70,343,261,126,233,232,202,50,177,77
1063,228,45,221,262,75,65,351,237,226,213,216,123,75,144,69
1064,228,200,228,234,65,76,325,281,199,217,238,228,65,123,60
1065,228,220,234,240,76,56,307,213,130,224,228,235,76,212,67
1066,229,234,206,239,73,62,379,259,231,219,221,204,73,83,51
1067,229,226,226,237,63,63,358,297,251,226,218,213,63,127,71
1068,229,217,216,237,60,86,316,235,236,223,223,227,60,145,65
1069,231,244,205,255,86,51,431,170,251,224,223,275,86,137,82
1070,232,282,140,238,83,73,247,268,197,229,242,269,83,128,71
1071,232,192,288,244,70,67,319,265,1312,230,203,232,70,151,63
1072,232,266,275,248,67,77,398,155,268,233,236,319,67,224,67
1073,232,258,243,238,52,82,279,274,241,225,240,263,77,245,82
1074,233,273,231,241,82,22,368,263,233,233,215,250,82,155,83
1075,233,203,259,243,71,80,305,202,240,230,321,260,67,124,74
1076,234,271,241,244,80,39,452,380,228,238,246,269,80,241,73
1077,234,239,244,245,54,71,360,251,228,236,288,284,54,163,57
1078,234,206,339,300,73,72,444,250,244,229,217,259,72,50,84
1079,235,302,209,237,72,52,319,109,241,244,258,242,72,237,48
1080,235,261,263,249,51,93,270,202,141,231,245,267,50,159,81
1081,236,299,233,270,93,66,13,275,227,244,482,271,93,183,54
1082,236,276,248,241,66,72,315,300,257,227,263,247,66,113,74
1083,237,62,261,242,73,80,522,290,161,237,243,285,73,227,50
1084,238,275,258,267,73,63,324,204,239,249,263,265,73,167,93
1085,238,254,283,245,63,95,358,272,237,223,229,308,65,124,88
1086,240,270,276,268,95,66,359,234,222,248,201,216,95,202,83
1087,241,291,282,247,66,29,361,255,262,228,263,196,66,251,65
1088,242,248,243,245,70,72,359,227,199,245,258,246,76,225,69
1089,242,249,242,248,72,47,348,355,249,225,247,251,71,170,59
1090,243,229,243,255,64,66,279,254,242,241,270,272,64,156,102
1091,243,313,282,249,66,70,342,254,337,242,258,269,66,142,65
1092,243,253,231,258,70,76,324,298,224,232,246,228,70,161,78
1093,243,279,230,252,76,80,318,261,242,261,273,254,76,165,73
1094,245,258,277,259,68,63,369,304,234,242,246,225,68,130,68
1095,245,236,256,261,63,74,305,284,274,244,222,251,63,198,68
1096,246,233,251,256,74,76,275,256,245,245,242,156,74,165,68
1097,246,274,273,258,76,23,367,160,245,244,229,270,67,179,57
1098,247,265,219,261,36,59,249,277,257,228,234,231,36,186,74
1099,247,185,462,290,59,69,286,275,229,245,217,411,59,109,74
1100,248,248,251,267,69,64,298,274,255,244,264,272,69,223,74
1101,248,240,237,254,80,65,448,224,170,246,228,261,64,90,67
1102,248,242,287,266,65,76,372,276,230,248,215,268,65,160,47
1103,249,306,241,264,76,70,426,274,222,244,294,307,76,125,63
1104,249,231,249,270,70,54,309,290,225,250,252,240,70,149,73
1105,249,249,288,271,54,78,343,340,245,248,295,227,54,213,64
1106,249,257,253,266,78,82,407,276,406,248,294,249,78,59,65
1107,250,289,218,254,79,62,299,258,240,242,286,265,81,248,67
1108,250,261,275,263,65,68,290,288,207,244,265,256,62,207,71
1109,250,235,244,256,64,58,387,271,250,245,249,260,64,226,54
1110,251,194,238,248,62,51,427,187,241,234,254,302,62,174,79
1111,251,246,253,254,45,63,299,323,227,248,253,246,52,218,92
1112,251,268,251,286,75,61,277,323,252,265,246,275,71,145,65
1113,252,330,276,266,61,82,344,315,256,245,317,321,61,194,70
1114,252,290,285,273,75,100,345,321,192,244,271,261,82,110,72
1115,252,255,252,265,94,66,452,319,134,257,268,284,100,94,42
1116,253,254,262,260,66,61,447,274,254,232,329,284,62,119,57
1117,254,275,310,274,61,56,342,243,239,259,189,259,65,237,64
1118,255,248,258,265,55,79,309,261,248,254,256,222,56,104,68
1119,255,258,261,266,92,65,306,66,156,254,252,255,79,237,94
1120,255,255,255,264,65,57,607,256,274,252,248,255,65,80,56
1121,256,275,273,296,57,56,389,259,268,261,277,271,57,172,59
1122,256,256,285,262,60,61,311,342,218,261,281,256,56,178,61
1123,257,266,238,272,67,68,374,282,321,249,262,261,67,164,92
1124,257,271,257,276,68,45,373,135,689,257,267,257,68,168,79
1125,258,258,258,282,60,11,417,177,254,256,245,258,56,215,77
1126,259,257,274,275,45,50,148,296,244,249,268,274,47,162,68
1127,260,293,260,291,50,75,275,309,245,264,250,260,50,198,67
1128,260,314,251,292,75,46,337,282,167,261,260,280,75,168,80
1129,261,281,259,288,50,66,314,682,185,256,266,268,50,242,52
1130,262,256,223,290,48,72,404,263,262,265,231,199,83,171,40
1131,262,245,245,255,72,84,208,236,252,260,263,108,72,217,50
1132,262,217,254,289,84,61,368,229,191,265,276,284,84,158,79
1133,262,262,248,277,61,46,435,390,209,225,285,277,59,134,56
1134,264,286,238,285,72,97,319,305,367,248,270,252,72,214,75
1135,264,324,269,273,97,51,428,343,230,266,270,343,97,240,72
1136,265,288,329,268,51,61,410,196,316,240,270,280,51,225,84
1137,266,282,221,321,61,27,692,165,249,254,302,251,61,162,85
1138,267,267,283,310,44,45,279,321,253,277,287,268,44,97,77
1139,267,115,157,280,69,77,302,299,189,265,267,308,69,150,97
1140,268,283,286,278,77,64,415,175,625,249,273,281,77,103,47
1141,269,199,284,293,51,24,424,306,218,265,283,287,51,76,63
1142,271,278,289,279,60,89,714,326,204,275,282,290,49,86,75
1143,273,273,280,305,86,72,298,348,285,270,301,276,85,147,52
1144,274,275,264,283,72,58,429,260,193,270,257,300,72,105,67
1145,275,291,274,282,58,78,446,344,178,282,269,251,58,243,83
1146,276,246,397,340,76,72,610,365,268,283,221,279,78,153,59
1147,277,302,281,282,72,71,596,249,282,263,275,285,72,136,86
1148,278,307,278,303,71,61,374,362,265,261,309,285,71,219,78
1149,278,290,281,298,63,74,406,271,217,270,168,297,61,174,55
1150,278,258,321,295,79,34,543,1035,707,287,315,296,74,184,78
1151,280,305,276,277,34,79,413,276,206,274,264,304,34,275,79
1152,280,293,327,321,79,36,437,356,267,251,259,280,79,154,71
1153,280,302,299,289,60,12,433,352,259,269,318,306,58,181,66
1154,281,324,297,342,35,51,512,226,268,297,281,280,35,161,66
1155,282,262,228,368,72,29,279,254,257,289,348,507,50,145,38
1156,282,303,305,300,54,79,408,217,307,256,298,255,32,157,82
1157,283,337,257,347,79,66,412,226,174,273,266,140,79,121,35
1158,283,268,208,291,66,68,155,277,250,283,296,273,66,242,61
1159,284,254,258,304,74,78,413,318,81,285,268,271,70,265,76
1160,284,324,274,297,78,48,372,320,390,272,309,288,77,256,32
1161,284,334,331,306,56,56,361,279,243,285,304,317,56,172,79
1162,285,303,249,311,52,59,576,274,236,274,299,290,53,188,58
1163,285,358,310,313,59,51,408,310,197,295,234,290,59,202,72
1164,286,315,303,295,51,77,416,376,202,276,306,286,51,141,78
1165,287,298,287,297,4,67,365,271,194,282,276,287,77,171,61
1166,288,277,276,316,70,46,413,264,224,285,274,303,68,178,49
1167,289,316,331,308,71,78,363,213,208,285,356,334,50,196,62
1168,290,347,281,316,78,68,426,230,221,295,298,286,78,187,67
1169,290,315,291,305,68,71,387,223,233,297,286,314,68,239,64
1170,290,302,290,308,65,70,527,319,206,289,299,290,71,95,68
1171,291,312,281,328,76,56,492,288,251,300,303,301,70,132,70
1172,291,243,291,294,56,79,433,202,197,277,297,279,56,170,87
1173,291,259,291,334,79,74,350,346,206,346,277,290,79,127,65
1174,291,289,291,304,74,47,424,324,301,285,279,272,74,197,77
1175,292,250,271,297,70,89,402,260,138,282,353,296,70,151,77
1176,292,320,318,309,85,77,280,232,298,284,380,323,89,106,58
1177,294,326,282,322,77,69,437,279,214,265,212,298,77,246,79
1178,296,293,363,316,79,24,359,308,136,292,277,289,79,263,71
1179,296,303,299,310,48,68,398,352,238,294,294,302,30,233,73
1180,296,298,288,312,68,64,445,324,278,291,377,269,71,238,81
1181,297,324,289,315,64,75,474,228,235,274,338,329,64,247,84
1182,297,356,348,331,63,57,360,350,272,310,310,388,63,145,79
1183,300,296,308,317,61,80,534,495,248,302,330,315,61,230,65
1184,300,376,269,323,80,58,458,266,174,301,329,233,80,81,73
1185,300,318,286,321,58,7,502,331,213,295,292,314,58,167,64
1186,302,315,243,316,46,69,371,261,243,296,345,328,44,175,63
1187,303,225,153,296,73,52,396,229,239,306,212,261,69,158,66
1188,303,93,335,369,48,61,453,300,189,325,317,308,48,123,75
1189,305,282,338,316,61,91,355,322,176,290,347,295,61,207,58
1190,305,205,253,321,77,71,411,339,335,298,245,249,77,167,49
1191,306,306,306,312,88,75,343,347,204,312,312,306,88,143,70
1192,307,280,339,310,76,69,325,336,211,282,349,345,75,139,53
1193,308,254,307,327,65,72,450,232,263,315,324,297,65,260,64
1194,308,308,308,326,72,73,400,442,279,312,317,327,72,129,88
1195,308,349,283,323,73,87,430,313,230,305,348,320,73,149,80
1196,308,297,242,321,84,69,649,267,172,299,301,216,84,113,77
1197,309,331,341,330,69,72,473,324,209,311,297,310,73,145,64
1198,309,303,311,330,74,64,331,348,790,309,327,334,72,116,78
1199,309,286,322,326,78,82,390,158,265,308,339,284,78,138,72
1200,310,339,291,332,83,75,465,270,244,288,311,298,82,233,73
1201,310,345,298,340,74,74,348,351,254,317,360,232,75,227,80
1202,310,234,325,351,72,47,363,417,278,311,335,295,76,113,88
1203,310,310,340,328,75,28,372,313,226,305,325,315,60,92,75
1204,311,358,330,311,42,59,350,248,188,313,365,372,41,174,88
1205,314,314,311,332,59,38,487,386,223,305,293,264,59,264,75
1206,315,333,315,346,44,71,463,464,246,328,321,315,44,147,74
1207,316,311,294,356,71,84,523,180,877,318,273,334,71,180,75
1208,316,350,306,327,84,81,295,219,260,325,274,315,84,123,50
1209,317,386,364,319,74,50,423,368,121,302,310,294,81,244,66
1210,317,285,277,357,71,64,484,315,328,309,314,292,70,131,45
1211,317,296,348,327,64,66,391,395,162,298,404,362,64,46,71
1212,318,397,174,367,77,69,522,64,226,299,332,347,75,196,87
1213,319,175,347,335,72,45,314,342,267,310,327,350,76,101,77
1214,320,380,357,364,68,61,529,300,387,319,334,361,68,142,72
1215,321,294,352,353,61,62,496,313,208,324,323,373,61,200,65
1216,321,409,353,339,62,94,366,360,290,322,325,375,63,226,73
1217,322,378,322,361,94,75,438,301,220,319,354,353,94,231,74
1218,322,322,290,338,75,58,548,349,242,326,281,286,77,225,73
1219,323,336,323,336,47,53,425,234,209,324,343,373,47,273,55
1220,323,355,352,349,59,85,663,273,373,333,320,337,58,179,63
1221,324,343,351,346,85,34,482,272,248,312,301,365,85,151,94
1222,324,124,324,333,68,81,441,253,794,324,310,301,75,108,74
1223,324,294,224,347,81,73,400,377,220,335,308,284,81,166,48
1224,325,270,282,349,73,70,380,284,230,340,351,289,73,271,63
1225,325,277,256,340,70,41,430,281,218,325,345,352,65,212,66
1226,326,345,333,341,38,73,394,323,290,339,255,471,38,219,78
1227,326,99,383,373,75,74,493,331,244,326,244,190,69,128,76
1228,327,219,346,378,65,58,1189,384,276,311,385,258,65,106,73
1229,327,333,336,331,67,80,328,343,182,327,345,369,67,266,70
1230,328,238,333,338,84,63,420,353,250,323,312,372,84,122,42
1231,328,314,329,339,65,73,340,318,258,316,278,346,65,134,81
1232,329,338,380,371,73,58,453,387,272,347,382,357,73,172,61
1233,329,330,341,338,70,81,547,360,312,341,288,329,70,245,61
1234,330,400,330,350,81,60,444,388,272,317,330,384,81,153,84
1235,331,364,355,341,72,67,576,260,182,331,330,327,72,210,65
1236,332,372,312,351,66,56,421,396,236,334,347,375,67,192,72
1237,332,339,272,357,60,66,490,445,254,348,344,268,60,148,68
1238,333,200,906,334,66,74,436,447,227,414,281,294,66,141,89
1239,333,333,333,375,74,71,755,267,139,334,319,333,74,138,58
1240,334,311,318,351,71,84,501,342,288,329,370,402,75,232,54
1241,334,332,334,344,84,54,512,389,334,339,357,336,84,216,68
1242,335,347,351,356,55,77,396,371,228,326,246,406,56,252,62
1243,336,223,333,363,77,102,508,396,254,316,343,279,77,192,71
1244,336,320,338,348,103,78,496,349,242,346,345,336,102,85,70
1245,337,234,423,351,78,50,394,390,171,322,292,460,78,189,84
1246,337,371,363,345,50,68,496,315,242,350,355,375,50,137,67
1247,338,352,371,385,67,56,576,365,312,356,356,295,68,152,75
1248,338,256,168,362,56,27,461,436,433,327,188,338,56,131,102
1249,338,419,340,368,47,51,492,361,541,342,329,371,47,166,81
1250,338,337,337,360,55,70,613,446,241,350,388,338,55,163,63
1251,340,362,357,377,66,59,463,306,228,353,325,361,70,181,68
1252,340,405,359,349,59,46,588,215,699,345,332,356,59,244,66
1253,341,314,246,361,46,54,442,416,256,346,305,344,46,95,48
1254,341,352,373,379,54,62,531,286,242,366,337,353,54,184,60
1255,341,259,303,372,64,68,627,247,557,354,274,277,68,143,69
1256,341,327,341,360,77,75,510,307,189,319,346,341,74,240,72
1257,342,376,313,351,75,55,521,407,247,348,347,364,75,49,63
1258,342,342,342,362,55,60,442,338,240,325,317,400,55,46,46
1259,342,387,376,353,60,90,347,381,305,345,292,367,60,250,52
1260,342,394,360,344,76,57,359,326,244,337,338,402,90,149,58
1261,343,376,383,355,60,54,434,245,480,337,355,359,64,242,76
1262,343,357,358,375,55,36,441,277,210,326,352,366,55,135,55
1263,343,327,327,365,59,24,434,369,987,336,333,311,59,194,59
1264,344,227,344,383,24,48,620,353,235,333,244,344,67,163,102
1265,345,226,337,359,66,67,651,247,323,333,325,321,73,211,59
1266,345,210,363,370,67,55,440,388,248,346,298,258,67,166,64
1267,345,320,383,362,58,77,433,336,207,347,336,371,58,188,65
1268,346,313,325,379,82,74,542,173,508,363,257,358,77,317,24
1269,346,304,362,352,74,77,539,390,222,336,316,225,74,197,87
1270,347,124,257,352,77,32,662,329,222,331,366,394,77,117,72
1271,347,153,353,375,37,64,516,208,266,328,300,392,30,212,75
1272,348,342,235,343,64,81,788,391,215,360,307,323,64,117,58
1273,349,281,331,364,81,74,202,451,191,354,393,342,81,224,79
1274,352,335,341,376,84,71,481,362,194,361,335,336,84,173,77
1275,355,351,369,412,78,81,444,338,238,343,362,371,78,135,42
1276,355,357,355,371,81,55,267,395,358,332,392,355,81,219,53
1277,356,411,361,366,58,82,505,232,409,361,316,382,61,197,89
1278,356,367,354,452,82,97,513,226,210,339,345,323,82,136,84
1279,356,356,334,377,97,81,379,426,812,344,361,355,97,191,78
1280,358,401,376,370,81,73,440,372,187,346,359,420,81,246,81
1281,359,378,399,366,70,64,537,361,255,349,347,348,70,300,76
1282,359,293,318,387,64,90,539,399,283,345,381,335,64,126,82
1283,360,324,369,377,88,63,438,415,276,348,373,373,93,283,76
1284,360,397,366,373,60,90,451,154,188,346,344,347,63,104,84
1285,360,371,373,375,90,78,383,368,222,364,402,345,90,265,54
1286,360,331,334,372,74,11,443,357,617,359,376,360,78,259,64
1287,362,355,357,380,50,71,562,323,253,364,366,406,50,252,86
1288,362,79,420,298,71,77,500,395,276,354,366,214,71,150,63
1289,363,338,386,381,77,54,486,428,881,394,365,363,77,171,91
1290,364,314,357,382,56,72,737,390,181,359,341,313,56,115,82
1291,364,354,334,389,79,56,345,405,183,363,359,337,72,165,57
1292,368,303,252,369,65,55,515,346,266,359,329,346,63,253,67
1293,368,370,326,381,55,50,514,312,231,367,357,374,55,242,77
1294,369,316,390,395,71,93,792,403,217,368,374,440,68,64,64
