uncivil,civil,Sentence_similarity
 once and then search on that. Just like the navigation pane works (cache should be shared between navigation pane and goto dialog to avoid double work).,"Let's investigate and then search on that. Just like the navigationpane works (cache should be shared between navigationpane and the ""goto"" dialog to avoid duplicating work).",0.8218390804597702
"*Original comment by @user  I spend some more days thinking about this and I'm still worried that the solution we came up with is too ""messy"": 1. It adds complexity to a place which is already complex - i.e., templates.  2. When an indexing requests comes and the string in the url doesn't resolve to an index or an alias,  we translate it internally to a create index request where the string is set in the index name. Based on the solution, the master will then resolve the incoming index name parameter firs","I understand your concerns, but please refrain from using the "" message"" comment from @user. It adds complexity to a complex place, such as templates, where an indexing requests and the string in the URL are not resolved to an index or alias. In this case, we can translate the thread internally to a create index request where the string is set in the index name. The master, based on the solution, will address the incoming index parameter firs.",0.5529411764705883
Looks like you've broken everything ,I've identified some issues you're facing. Let's address them.,0.22580645161290325
"Sticking it into git makes sense, I was just explaining that I didn't go to the effort of forking, cloning, editing, committing, pushing, and filing a pull request just to make a grammar snipe.  Lest you think I'm even more of a grammar nazi than I, in fact, am.","It would be more productive to keep it into Git, which was merely explaining that I didn't adhere to the effort of forking, shortcut, editing, committing, push, and filing a pull request just to make a grammar snipe. As a result, I might be even more meticulous about grammar.",0.5869565217391304
Round 4 looks amazing!  I'm looking fwd to all future rounds to come.,he snippet 4 looks amazing! I'm looking based on all future rounds to come with precision.,0.6555555555555556
"[""Jara Cesnek"":https://jira.spring.io/secure/ViewProfile.jspa?name=cesnek] said:  Today I upgraded to RC2 and JCIFS 1.2.7 (from acegy 0.9 and 1.2.6  worked fine).  Now everything screwed up.  I use this for web services autentication. Now XML parser cant parse web service XML because there some characters before SOAP XML in http post or contentLength is zero.  I try my old acegi-jcifs implemenattion, implementation from attachment here even from CVS sandbox head - all failed.    When turn-off acegi SOAP w","[""Jaracesnek"":https://jira.app.io/secure/ViewProfile.jspa?name=cesnek] mentioned: Today, I update for RC2 and JCIFS 1.2 7 (from acegy arrow and 1.2.8). However, I used this for web services fine. XML parser can't parse web service XML due to some characters before SOAP XML in http post or contentLength is zero. I try my old acegi-jcifs implemenattion and implementation from attachment here, even from VCS sandbox head. It's now failed. When turn-off acegi SoAP w acegi SoAP",0.7607843137254902
"Hmn, this is weird. I was encountering the bugs when rebuilding and checking urltools and rgeolocate on my Ubuntu partition at home. I'm trying to replicate here on my remote and not getting a darn thing. The hypotheses, then: 1. There was indeed a .o somewhere weird (I'm not sure how or where, though); 2. Yay, version differences! :P.  Unfortunately I'm on holiday this week and so won't be able to get back to the offending (machine|repo instance) until 5 October or so. Blargh. Your approach seems totally","Hmm, this is a bit peculiar. I was encountering these bugs when coordination and checking urltools and urgeolocate on my Ubuntu partition at home. I'm attempting to reproduce this on my remote and not getting a real solution. The task of improvement, then: 1. There was indeed a.o somewhere strange (I'm not sure how, but where, but though). 2. Yay, version differences! :P. Unfortunately, I'm in holiday this week, so I won't be able to get back to the offending ( machinerepo instance) until 5 Oct. It seems like a bit of a bit of trouble. Your approach seems to be inconvenient.",0.7452667814113597
"Please share problems, goovy scripts should work out of the box.","If possible, please share the problems. Google scripts should work out of place.",0.625
"This happened to me once with Paranoid Android. Except it didn't happen in TS, it happened in Chrome. Does it happen every time, or just really really often? Are you sure it's not Archidroid screwing you?","his happened to me once with paranoid Android. However, it didn't occur in ""Tedious"" as it happened in Chrome. Does it occur every time or just often? Are you sure that it's not anarchidroid causing problems you?",0.679245283018868
"bat scripts just don't kill their children by default.  Either way I can work around this. Its ugly, but I can do it!","bat scripts simply don't remove their children by default. Either way I can work around this. It's not an elegant solution, but I can proceed with it!",0.6933333333333334
It doesn't do any such thing.,It's important to address any similar behavior in this context.,0.33333333333333337
ze() i++) {     queryPart1.must(....) // building up condition1 }  BoolQueryBuilder mainQuery= boolQuery()     .should(         queryPart1 // reusing condition1         .must(...) // adding condition2     )     .should(         queryPart1 // reusing condition1         .sould(...) // adding condition3    ) ```  in the end I'm ending up with this query: (condition1 && condition2) || (condition1 && condition2 && condition3)  what i'd like to be able to do is:  ``` java // building condition1 BoolQueryBuil,"ze() i++) { queryPart1.must(...) // building up condition1 }BoolQueryBuilder mainQuery= boolQuery(). Should( queryPart1 // reusing condition1.must(...) // adding condition2 ). Should( queryPart1 // reusing condition1.sould(...) // adding condition3 ).In the end, I'm currently conclusion up with this query: (CMP1 && condition2) (CMP1 && condition2 && condition) I would prefer to be able to: jva // building condition1BoolryQueilBuilBuil3",0.7218934911242604
"Without at least your Operating System, the DBeaver version and how you did install, nobody will be able to help you.","Without your operating system, the DBeaver version, and the current installation process, nobody would be able to assist you. Let's explore alternative approaches.",0.49693251533742333
"Thanks for the additional investigation, @user  I reapplied my custom CA cert and everything worked flawlessly. That's when I realized that when I redid my configuration for my test earlier, I was using the `root` user instead of the user I was initially testing with. From there, I drilled down and discovered that I had never given the user permission to access any databases, so I am now assuming that ""this user has no access to anything"" was the ""internal error"" that DBeaver encountered.  This issue didn","hank you for the additional investigation, it seems that I was using the ""root"" user instead of the user I was initially testing with. From there, I investigate and discovered that I had never provided user permission to access databases. So, I am now assuming that ""this user has no access to anything"" was the ""internal error"" encountered by DBeaver issue.",0.607843137254902
odel and without any copy share it others.  I still think that refactoring of TreeTable make sense.,It's important to remember that the refactoring of 'Tree' may make sense without any copy-only to others.,0.22857142857142854
With nm being the SI symbol for nanometer I'd go with nmi for nautical miles.  A shame they share the symbol.,"hat nm is the symbol for the Nailmeter, I recommend using nMI for any other reference. It's a shame that they share the symbol.",0.5354330708661417
"Can't reproduce it on 1.5.4, so I'll send in a new PR with defaults() in reset(). Reading the code the reset() values are always set in add().  I'm was pretty sure an NPE was caused by calling reset() on defaults, but that's in our inhouse project that uses <1.3. Probably a goof on my part. Apologies for the mix up.  Edit: heh, too late :)","Can't reproduce it on 1.5.4, so I'll send in a new PR with defaults() in reset(). Let's improve the code with the reset() values are always set in add(). Although an NPE was caused by calling reset() on defaults, it's in ourhouse project that uses <1.3. It might be a mistake on my part. Apologies for the mix-up issue. Edit: too late :)",0.7800586510263929
This feature would be really handy since the built-in player offers double tap to rewind and a clean playback experience without having to switch apps. The photos app player really sucks in contrast. As someone already mentioned that there's a good reason the youtube app acts as the player when playing back a downloaded video.,"his feature would be highly useful since the built-in player offers double-annoying and a clean choice experience without switching apps. While theots app player is not ideal in contrary, it's worth noting that the app behave as the player when reading back a downloading video.",0.6310975609756098
"eb already has too many other variables adding a few milliseconds here and > there to worry about rare maximums that are still quite low in the big > picture. >  > (That said, I realize that the particular case we are discussing, Go 1.0.3 > at 256 concurrency, may in fact have some requests at greater than 2,000ms > that are missed by the Wrk latency sampler, suggesting perhaps a garbage > collection hiccup.) >  > I would like to eventually understand why when Wrk completes each request > it cannot simply","he eb already has too many other variables adding a few milliseconds here and there to worry about rare maximums that are still lower in the larger > image. My point was that the particular case we're discussing, Go 1.0.3 at 256 concurrency. It's possible that some requests are missed by the Wrk latency sampler, suggesting a garbage > collection hiccup.) I'd like to be aware of why when Wrk completes each request. It's important to acknowledge and address any issues that arise.",0.6333333333333333
"I was thinking the right way to fix this is to make the toXContent version that requires the extra state a separate method that takes the state. If we want it we can use it in the rest handler but for things like toString we use the other version. No more member variable to set.  I'm sorry for screwing the class up like that in the first place.  On Aug 3, 2016 7:16 AM, ""Simon Willnauer"" notifications@github.com wrote:  > @user http I think this change doesn't fix > the issue but if prevents it from happen","I was thinking the right way to fix this is to make the toXContent version that requires the extra state a separate method that takes the state. If we want it can be used in the rest handler, but for things like toString, we're using the other version. There is no more member variable to set. I apologize for an error in the class. On Aug 3, 2016, 716 am, ""Smon Willnauer"" notifications@github.com wrote: > @user http, I believe this change doesn't address the issue, but if prevent it from happen.",0.8098039215686275
Hell yeah! Totally forgot to move those to variables. Thanks very much!,Oh no! I completely forgot to move those to variables. Thank you for pointing them out.,0.5632183908045977
"Btw, when the TS emoji drawer is open and you tap the input box to move the cursor to another place the emoji drawer gets dismissed and the system keyboard pops up. This is probably one of the underlying causes for the current weird behavior.","By the way, when the emoji street is open, you take the input box to move the cursor to another place where the emoji street is rejected, resulting in the system keyboard emerges. This is probably one of the underlying causes of the current unusual behavior.",0.7364341085271318
"Yes, save yourself the pain and DO NOT promote it, as you will have egg on your face. Signal could be great, however when they go years with out fixing such an important issue....or even try to address it and just blatantly dismiss it. Give me a break. Like no one on the planet uses a Bluetooth headset. Such a joke.","Yes, let's save yourself the pain and refrain from promoting it as you will have ue on your face. However, it could be ideal for me in the future when they go years with resolving such significant issue.... or even try to address it and simply dismiss it. Let me find a break. As someone on the world, it's disheartening to be overly unheadset. Let's strive for a more respectful and respectful approach.",0.5445544554455446
"sung SM-X200, on Android 13, and Newpipe v0.25.1  Dude, After Android 9, android versions 10 to 13 and later are like buggy, especially with custom roms. Even android 10 to 13 of most stable rom ""Lineage OS"" is buggy, Or if not buggy and fast, Not stable especiqly with installing apps and stuff. For me android 9 worked flawlessly all the time in my tablet. Hope eres a custom rom out there for your Samsung phone","Sung SEM-X 200, on Android 13 and New checking v0.2. Credit after Android 9, Android versions 10 to 13 and later, are similar to buggy, especially with customROMs. Even Android 10 to 13 of most stableROM ""Readage OS"" is buggy, or if not buggy and fast, not stable. installing apps is not feasible. For me android, 9 worked correctly in my table. Hopefully, it was a customROM out there for your Samsung phone.",0.7318840579710144
"Thanks Dorian, I’ll dig through you log if I find some time. And thanks for the comparison! Performance of WSL 2 is game changing, indeed. However, if you operate in /mnt/ the performance might actually suck; see http","hank you for pointing it out in my previous comment. The performance of WSL 2 is causing some changes in the game. However, if you operate in /mint, the performance might not be ideal. Please refer to this discussion.",0.41013824884792627
"Oh shit, that was my offer :-)  Got an error message: `io.bitsquare.trade.protocol.availability.messages.OfferAvailability Request cannot be cast to io.bitsquare.p2p.messaging.MailboxMessage`","Oops! That was my offer. I've identified an error message: ""io.bitplace. goes against.protocol.availability.messages.OfferAvailability request cannot be cast to io.bit ARE.p2p.messaging. MailboxMessage.""",0.7635467980295567
"wasn't tested against! I'm sure it can't be that hard to fix, but as you can see I've already tried and failed.","I wasn't tested against this implementation! Although it can't be difficult to fix, as you see, I've already tested and failed.",0.6141732283464567
@user this is feature creep. i'd instead propose folks testing the debug apk post cpu usage while parsing so this isn't just n of 1.,"@user, this feature is intriguing. Instead, I would suggest testing the debug apk post with the CPU usage instead of using n of 1.",0.5
" to fill out that template in order to get their issues fixed as efficiently as possible.   >SMS - Your app sucks.  Could you be a bit more specific? Otherwise, it might not be possible to know whether the issue has already been fixed.  >MMS - Your app regularly says unable to download and click here to download and fails.  This is already being tracked in http Could you capture a debug log immediately after the issue occurs and post the link there? It might also be helpful if you could include your devic","It would be helpful to fill out that template to address their issues as possible as well. It would be helpful if the app is not available. Perhaps we can find a more specific approach. Otherwise, it might not be possible to determine whether the issue has already been addressed. Additionally, it would be helpful if there is a debug log immediately after the issue and posting the link there.",0.3921568627450981
"Ugh...  In http we disabled instrumenting androidx.* packages by default. It's a nice performance improvement. But it seems that there's some logic in Espresso that was inadvertently relying on Robolectric's instrumentation to strip 'final' modifiers to be able to access final fields androidx.loader.content.ModernAsyncTask. To fix this issue temporarily, you can add:  ``` @user     instrumentedPackages = {       // required to access final members on androidx.loader.content.ModernAsyncTask       ""androidx","In http, we disabled the instrumenting androidx.* packages by default. It's a helpful performance improvement. However, it seems that there's a logic in espresso that was inadvertently relying on Robectric's instrumentation to strip ' finalize' modifiers to access final fields androidx.loader.content.ModERNAsyncTask. To resolve this issue temporarily, you can add the following: @user instrumentedPackages = { // required to access final members on androidx.loader.content.ModERNAsyncTask ""androidx""",0.8156862745098039
"max_participants_in_merge=100max_interval=30000 only_coords_run_consistency_checker=false) :FD_SOCK(cache_max_age=10000 get_cache_timeout=1000
sock_conn_timeout=1000 client_bind_port=0 ergonomics=true start_port=0 port_range=50 suspect_msg_interval=5000 num_tries=3 stats=true external_port=0 bind_addr=IP_ADDRESS keep_alive=true
Id=2 cache_max_elements=200) :FD_ALL(use_time_service=true stats=true timeout_check_interval=1000 ergonomics=true interval=2000 id=20 timeout=10000) :VERIFY_SUSPECT(num_msgs=1
",max_participants_in_merge=100max_interval=30000 only_coords_run_consistency_checker=false) : FAT_SOCK(cache_max_age$10000 get_cache_timeout= 1000 sock_conn_timeout= 1000 client_bind_port=0 respectively=true start_port=0 port_range=50 suspect_msg_interval=5000 num_tries=3 stats=true external_port=0 bind_addr=IP_ADDRSS keep_alive=true Id=2 cache_max_elements= 200) :FF_ALL(use_time_service=true stats=true timeout_check_interval=exels=true error=unit URL id=220 id=2 id=2 id=2 id=10000) :VERIFY_SUE(to address the issue=num_mgsgs forum,0.8261682242990654
ly want to avoid: - Other apps reading our files (which you don't get in 'internal storage') - Storing unencrypted copies of encrypted content - The app crashing without explanation if an SD card with all the settings and stuff on being removed  I also think that asking users to provide the path for 'external storage' is bad UX anyway. Using a file browser would be better. This whole setting needs ripping out and improving in a backward compatible manner.  There's lots of related improvements to do in thi,I want to avoid this situation: Other apps reading our files (which you don't get in 'internal storage'). Using a file browser would be preferable. This entire setting needs to be removed and improved in a backward compatible manner. There are many related improvements we can address in this context.,0.3784313725490196
"Can someone with a self built Signal and Location API key test these steps: 1. Disable Location from Android's system settings 2. Open a Signal conversation 3. Attach location 4. Tap ""Not now"" in the pop-up dialog that asks you to turn on Location for better accuracy 5. You should see Google Maps at (0, 0) coordinates 6. Move around to select some locations 7. Go to Google Developer Console and check if your API quota has peaked to abnormal heights  Where exactly can you check the quota? Uuh... there does","Is there a possibility that someone with a self- built ""arm64"" API key tests these steps: 1) Disable the location from Android's system settings 2) Open a mechanism conversation 3). If you have concerns about the location, please refer to the pop-up dialog to refer to it for better accurate information 5. If you have concerns about Google Map at 0, you should move around to select some locations 2). I've reached the ""Console"" to Google goals and checked if the API quotas have been pointed to ""matle."" Where can you exactly check the quotas? There does there.",0.5026642984014209
OUR WEBSITE AND WHAT EVERYONE DOES IN OUR POSITION IS BUILDING A BASIC AUDIENCE BEFORE LOOKING FOR SUITABLE EXCHANGES. >  >  >  > APPROACHING EXCHANGES WITH ZERO AUDIENCE ISNT APPRECIATED AND NOW WITH A BASI AUDIENCE IT ISNT APPRECIATED EITHER. >  >  >  > PEOPLE LIKE YOU DO A DISSERVICE TO EXCHANGES AS BISQ BECAUSE YOU SHOW TO THE WHOLE WORLD THAT LISTING CANDIDATES ARE TROLLED AND NOT THOROUGHLY EVALUATED BASED ON FACTS.  >  >  >  > RPOVE THAT YOUR STANDARDS ARE HIGHER THAN THE USUAL INTERNET TROLLS. SHO,We should focus on improving the overall user experience. We can focus on improving the user experience at hand and discuss how we can address these concerns.,0.05882352941176472
"@user making fun of absurd and petty demands is not being rude and insensitive. The internet is not a hugbox and the moment you make your ideas public, you are opening yourself to criticism.","@user, making fun of absurd and small demands is not being rude and insensitive. Internet is not a suitable solution, and when your ideas are made public, you're opening yourself to criticism.",0.7604166666666666
"ght after queueing (please let me know if I'm missing something). > > — > You are receiving this because you authored the thread. > Reply to this email directly, view it on GitHub > <https://github.com/google/ExoPlayer/pull/6407?email_source=notifications&email_token=AADBF6GDP7B3CFP3CPKGXDLQK7MW3A5CNFSM4IUMI2I2YY3PNVWWK3TUL52HS4DFVREXG43VMVBW63LNMVXHJKTDN5WW2ZLOORPWSZGOD7JPFMQ#issuecomment-533918386>, > or mute the thread > <https://github.com/notifications/unsubscribe-auth/AADBF6HENP5HOPKW7J2HXX3QK7MW3AN","Ugh, after queueing (please let me know if I'm missing something). > > >— > You're receiving this because you authored the thread. > Listen to this email directly and view it on GitHub >",0.3254901960784313
u need to set a different one for each Broker)       - somehow make the `hostname` on the Broker pod return externally lookup-able hostname (in the context of your pulsar client),It would be beneficial to set a different one for each troker. This approach makes the 'hostname' on the troker vd return externally lookup-able hostname (in the context of your Pulzar client).,0.7875647668393783
"If you hit more of these failures, please don't hesitate to pull me in.","If you encounter numerous of these failures, it's best not to hesitant to pull me in. Let's find a solution that maintains the overall quality of the codebase.",0.3584905660377359
"at it doesn't use too much space. Nowhere does it tell you to do `GET .tasks/task/ID`  `_tasks` is the API and it should be `GET _tasks/Af0W-dC3QQSlJ28uRru0fQ:8488` as you used in the first example, not `GET /_tasks/taskId:8488`.  I can see how these docs could be confusing and will improve that.","At it don't use too much space. There's no way we should instruct you to do GET.tasks/tasks/ID.tasks/ID is the API, and it should be GET _tasks/Af0W-dC3QQSlJ28uRru0fQ:8488, as used in the first example, not GET /_tasks/taskId:8488. I'm curious how these documentation could be confusing and would improve that.",0.7774193548387096
I offer my condolences for your split-personality environment,I would appreciate it if you could provide my suggestions for splitting- personality environment.,0.48453608247422686
"> maybe more fixes are needed?  rules_kotlin are still failing because they get an old version of rules_python from rules_proto... it's no-bzlmod dependency hell. Any advice how to fix this, without adding more mess into the system?",Perhaps we need more fixes? rules_kotlin are still failing because they have an old version of rules_python from rules_proto. It's a no-bzlmod dependency issue. Any advice on how to address this without adding more mess into the system?,0.8008474576271186
Same here the download will always in queue and i need to manually start it. Its annoying   Device: LG V40 Android 10,"Similar to this, the download will always be in queue, and I need to manually start it. It's bothersome Device: approved V40 Android 10.",0.7279411764705883
"://demo.doit.com.sa) > > Regarding this issue the correct and cross platform way to open the > keyboard is to issue ""focus()"" on native html input(text), we set this to > absolute and top:-1000px , also important to note that iOS (8.0+) will only > open keyboard if executed from within user action and for that you need to > run this from ""touchDown"" in libGDX (very important). > > — > You are receiving this because you modified the open/close state. > Reply to this email directly, view it on GitHub > <htt","//demo.doit.com.sa) > > Regarding this issue, the correct and cross-platform way to open the > keyboard is to implement ""focus()"" on native HTML input(text), we set this to > absolute and top:- 1000px, which is also crucial to note that iOS (until+) will only open keyboard if executed within user action and for that we need to run this from ""touchDown"" in libGDX (very significant). > > > You're receiving this because you modified the open/close state. > Once sending this email directly to GitHub and view it on GitHub > <httt",0.8377358490566038
"Bad for me, I hate Sql Developer.",It's unfortunate that I struggle with Sql. We need to address this issue promptly and find a better solution.,0.19266055045871555
"Hey, @user . Shit I completely forgot about it.  I will take a look at it this week (tonight I hope)","Hey, @user. I completely forgot about it. I'll take a look at it this week (to night I hope)",0.89
"@user I asked our internal education expert, and he doesn't know of any good resources for learning about error messages. Darn. :(","@user, I've asked to our internal care of error messages, and it doesn't know of any good resources for learning. It's a bit frustrating. :(",0.6357142857142857
goof up from our end. JMeter was sending hundreds of requests within milliseconds because of missing 'await' call.  Client doesn't have to synchronize the method as mentioned by you correctly. I think you can close this issue.,Just a mistake from our end. JMeter was sending several requests within milliseconds due to missing await' call. Client doesn't need to synchronize the method as mentioned by you correctly. I believe you can address this issue effectively.,0.7489539748953975
t I thought that It can be complementary to other common http statuses. We are heavily using redirections to not having a SEO penalty.  [ 1 ]: http,I thought it can be secondary to other common http statuses. We are heavily using redirectations to avoid a different goal. [ 1 ]: http,0.7346938775510203
I hand-edited the data so I may have screwed it up. let me doublecheck,"I manually-edited the data, so I might have made a mistake. Let me double-check and make the necessary changes.",0.49549549549549554
"clang-tidy review says ""All clean, LGTM! :+1:""","he clang-tidy review mentions ""All clean, approved! :+1:""",0.6842105263157895
"s: my.base.entity ```  Maybe we should also externalize the `persistence.xml` location (or a flag to signal its existence), so the user doesn't have to create a new LEMFB just to read a custom native JPA configuration? (Or can you already do that?)","Instead of using my.base.entity, perhaps we should also externalize the ""persistence.xml"" location to signal its existence, so that the user doesn't have to create a new LEMF solely to read a custom native JPA configuration. (Alternatively, can you already do so?)",0.7386363636363636
Why the hell does bazel require custom certificates from Oracle?!?,"Why does ""baze"" require custom certificate from ""being""? It seems unnecessary in this context.",0.4148936170212766
Nevermind.,Please disregard that comment.,0.19999999999999996
"Total ack. You can try to work around this behavior, but it's always an ugly solution.","It's not the most elegant solution that we can explore in relation to this behavior. However, it's always an unattractive solution.",0.45038167938931295
", doesn't it help future users to have this page contain the answer rather than force them to probe other users?    - [Project's support policy](https://docs.bigbluebutton.org/2.2/getting-help.html#introduction)    - It might help, yes. But again, the information you're looking for might be already available in the recommended support mediums. By ""probing the mailing list <x>"" I do not necessarily mean ""open a new thread in the mailing list"". The first thing to do would be searching the lists (exactly lik","Shouldn't it help future users to have this page containing the answer instead of enforce them to probe other users? It might help us understand if the information you're looking for is already available in the recommended support medias. By ""probing the mailing list <x>"" I do not necessarily mean ""open a new thread in the mailing list. One approach to consider is looking the lists, even when it's not necessary.",0.6019607843137256
"the first time I thought I'd completely lost important information (because I do other stuff while I'm using my phone, I didn't see the message).  Above all, I don't even see an option to disable this ""feature"".","It seems that I had completely lost the significant information because I used my phone without the opportunity for improvement. Let's focus on finding a solution that avoids disabling this ""feature"" option.",0.3838862559241706
@user this is freaking massive. Seems like each and every signal instance will be utterly destroyed by  LOS upgrade? Sounds like a PR disaster for Signal.,"@user, this implementation is quite massive. It seems like every signal instance will be entirely disrupted by the LOS upgrade. It seems like a PR issue for now.",0.6211180124223603
"Tiles sucks. <a href=""https://www.eclipse.org/nebula/widgets/gallery/gallery.php"">Nebula Gallery</a> seems to be more adaptable.","It would be better to adapt the ""tune"" instead of ""<a href=""https://www.eclipse.org/nebula/widgets/gallery/gallery. arrow""> ""Nebula Gallery</a>"" to improve readability and maintainability.",0.5478723404255319
"Featuring XMR and ETH alongside BTC is a mistake, plain and simple. Using the term ""crypto"" is even worse. These are the exact same things CEXes did years ago as they recognized the profit opportunity in shitcoining. The 90% of people who use Bisq for trading fiat will recognize it immediately and hate it. Once this kind of damage is done, no code changes can revert it.  It seems the core reason for this proposal in the first place is to address XMR users who don't know Bisq trades XMR...this strikes me a","It's unfortunate that using the term ""crypto"" alongside BTC is not an ideal solution. It appears that using the term ""crypto"" is even worse. It is similar to what CEXes did years ago since their knowledge of the benefit opportunity in business discussions. Additionally, considering the extensive usage of Bisq for trade fiat, it's important to acknowledge it immediately and dislike this issue. Once this issue is caused, no changes in code can revert it. The core reason behind this proposal is to address XMR users who don't know the Bisq trades. This issue is concerning me.",0.47577854671280273
"@user  > > Could you share the error files with me?  Absolutely. The zip file contains two 7Z files; the Mac one contains over 300mb of error output, the Windows one 100 times less, as I primarily use my Windows machines for .NET programming.  > > It would be best if you could send me some sketch which crashes the editor (I would of course keep it confidential). If you want to contact me directly my email is on my profile.  I can send you things, but the behavior is fairly agnostic toward any particular s","@user > > Could you share the error files with me? Absolutely, the Zip file contains two 7Z files; the Mac one contains over 300mb of error output, and the Windows one 100 times less, as I primarily use my Windows machines for.NET programming. It would be preferable to send me a sketch, which crashes the editor. I would course keep it safer. If you want to directly contact me, my email is on my profile. I can send things to you, but the behavior is rather agnostic towards any specific s.",0.8117647058823529
I couldn't reproduce the bug.,"Bugs can be tricky, but we'll work together to make it more manageable.",0.22535211267605637
" name, rank) values (1, 'Joe', 'Worker Bee'); insert into es_is_not_a_db (id, name, rank) values (1, 'Bob', 'Worker Bee'); select COUNT(failures), SUM(failures), COALESCE(sum(failures), 0) from es_is_not_a_db;  Returns:  count | sum | coalesce -- | -- | -- 0 |   | 0","Instead of relying on the name, let's refer to these values (1, 'Joe', 'Worker Be'); it would be better to insert them into 'es_is_not_a_db' (id, name,) values (1, 'Bob', 'Worker Be'); select(failure), SUM(failure), COALESCE(sum(failure), 0) from 'es_is_not_a_db; Restores: count sum tunaesce -- -- 0 0",0.619205298013245
"Yep. It just needs a good, hard, loving kick in the face every now and then.","Yes, it just requires a good, hard, love Kick in the face every time.",0.6842105263157895
What are we going to do with this PR?,Could you please provide an explanation of the purpose and usage of this pull?,0.2564102564102564
"e whole system into a uber-FUBAR state - Elasticsearch complaining about it cannot write logs, sent via rsyslog to our Logstashes; Elasticsearch writing millions of `data/write`s into audit-logs, which then are scraped by filebeat...  This means that Filebeat is never able to keep up with scraping all needed logs from that audit.json.  We need to be able to filter events **before** they get written to the logfile easily. Also I observed high CPU usage by Filebeat already, only with this meager `processors","It seems like a whole system into a complex state like this. It's important to have a large amount of data/writes into an audit-logs, which is removed by file. However, File expected is unable to address all necessary logs from that audit.json. Let's filter events before they are written to the logfile. Additionally, I've already observed high CPU usage by File later, only with this less efficient processors.",0.48235294117647054
"I'm happy with this direction and think we should do it. We can always move things around later. I vote @user crams some NORELEASEs in it and merges it and we open issues for things like the version number (#18741), and whatever else we see. We can resolve them as we can resolve them. Getting this in soon lets more folks work in parallel to improve stuff and lets me start using it for stuff like reindex from remote. We're early enough in the 5.0 release cycle still this should be safe.  I'm happy to work ","I'm glad with this direction and think we should proceed with it. We can always move things around later. I suggest @user crams some NURALEASEs in it and merges it, and we open issues for things like the version number (#18741), and any other aspect we see. We can resolve them as we can find a solution. Currently, let's work in parallel to improve code and let me start using it for tasks like reindex from remote. We're early enough in the old release cycle to prevent this should be safe. I'm glad to work with it.",0.777992277992278
"t lets it run. Fucking awesome guys. 2. attempts to index anything with threads > 1 results in RejectedExecutionException/TransportReplicationAction/nonsense. If me, my brother, mike, and ryan cant figure the shit out, users have no fucking hope. 3. after discussing with ryan and nik, the idea is, lets try master, it might be better. master neither runs nor compiles on freebsd, because gradle 2.4 just fails in strange ways. doesnt fail with ""you need at least gradle 2.x"", just fails in a strange way. fuck","It doesn't allow it run. It's terrible guys to index anything with threads than one results in RejectedExecutionExeception/TransportRejection. It's not ideal to index any information. For example, if I, my fds, my mic, and ryan can't come up with any issues. After discussing with ryan and nik, let's try master, it might be better. master doesn't run or compiles on freebsd, as Gradle 2.4 fails in strange ways. It doesn't fail with Gradle 2.x in a peculiar way.",0.5549019607843138
This looks so much awesomer! you rock! :),his looks so much impressiver! You work together! :),0.6153846153846154
"ged how default programs are set in W10 and made it significantly harder to change the default browser from Edge, and even then Edge is still sometimes used. I'm just waiting for both companies to be hit with antitrust suits, but sadly that doesn't seem likely.  Actually, I'm not sure why it worked before, but playing with it now NewPipe won't open even with YouTube disabled when clicking a link in Chrome. It works in other browser's, though. Just more antitrust crap. Oh well, NewPipe's much better anyway","he default programme is set in W10, making it significantly harder to change the default browser from. Even then, it's still sometimes used for future reference. I'm waiting both companies to be affected by antitrust targets, but unfortunately, it doesn't seem likely. Actually, I'm not sure why it worked before, but experimenting with it now is not open even with Youven disabled when click on a link in Chrome. However, it works in other browsers. Although it's not ideal, the solution is much better to handle this situation with NewPCF.",0.6321626617375231
"ist ADD ./*.patch ./ RUN git apply github_7135.patch RUN chmod +x /bazel-${BAZEL_VERSION}-dist/compile.sh ENV JAVA_VERSION='' ENV EXTRA_BAZEL_ARGS=""--host_javabase=@local_jdk//:jdk"" RUN bash /bazel-${BAZEL_VERSION}-dist/compile.sh ```","Ist Add./*.patch./ RUN git apply GitHub_7135.patch RUN chmod +x /baz-${BAZEL_VERTION}-dist/compile.sh ENV JUN_VERsion='' ENV EXTRA_BAZEL_ARGS=""-host_javabase=@local_jdk//:jdk"" RUN bash-${BAZEL_VERTION}-dist/compile.sh",0.8717948717948718
nnectionService.register(RemoteDomainConnectionService.java:287) [Host Controller]       at org.jboss.as.host.controller.DomainModelControllerService.connectToDomainMaster(DomainModelControllerService.java:1000) [Host Controller]       at org.jboss.as.host.controller.DomainModelControllerService.boot(DomainModelControllerService.java:712) [Host Controller]       at org.jboss.as.controller.AbstractControllerService$1.run(AbstractControllerService.java:417) [Host Controller]       at java.lang.Thread.run(Th,Service.register(RemoteDomain joinionService.java nerd 7) at org.jboss.host.controller.DomainWithControllerService.connectToDomainMaster(DomainWithControllerService.java: 1000) [host controllerler] at org.jboss.as.host.controller.DomainWithControllerService.boot(DomainWithControllerService.java java java java. 151212 [host controllerler] at org.jbos.as.controller. AbstractControllerService$1.run(abstractControllerService.java:417 [hostController] at java.lang.Thread.run(Thrut.Thrun(ThrestractControllerService $1.run(abstractControllerService).java:417 [hostController] at java.lang.Thread.run(Th),0.6212624584717608
